municipality_code,geographic_level,state_abbreviation,municipality_name,land_use_purpose,income_bracket,association_status,number_of_agricultural_establishments,total_area_in_hectares
3302502,7,RJ,Magé,Total,Total,Total,1040,11795.0
3302601,7,RJ,Mangaratiba,Total,Total,Total,280,9451.0
3302700,7,RJ,Maricá,Total,Total,Total,294,10369.0
3302809,7,RJ,Mendes,Total,Total,Total,41,3693.0
3302858,7,RJ,Mesquita,Total,Total,Total,56,137.0
3302908,7,RJ,Miguel Pereira,Total,Total,Total,203,18289.0
3303005,7,RJ,Miracema,Total,Total,Total,387,26724.0
3303104,7,RJ,Natividade,Total,Total,Total,703,29640.0
3303302,7,RJ,Niterói,Total,Total,Total,22,654.0
3303401,7,RJ,Nova Friburgo,Total,Total,Total,2057,23199.0
3303500,7,RJ,Nova Iguaçu,Total,Total,Total,576,3580.0
3303609,7,RJ,Paracambi,Total,Total,Total,374,6066.0
3303708,7,RJ,Paraíba do Sul,Total,Total,Total,314,36440.0
3303807,7,RJ,Paraty,Total,Total,Total,601,30486.0
3303856,7,RJ,Paty do Alferes,Total,Total,Total,734,20051.0
3303906,7,RJ,Petrópolis,Total,Total,Total,768,21246.0
3303955,7,RJ,Pinheiral,Total,Total,Total,112,5546.0
3304003,7,RJ,Piraí,Total,Total,Total,596,29557.0
3304102,7,RJ,Porciúncula,Total,Total,Total,1091,25143.0
3304110,7,RJ,Porto Real,Total,Total,Total,52,2521.0
3304128,7,RJ,Quatis,Total,Total,Total,391,23742.0
3304144,7,RJ,Queimados,Total,Total,Total,138,827.0
3304151,7,RJ,Quissamã,Total,Total,Total,305,23150.0
3304201,7,RJ,Resende,Total,Total,Total,519,52642.0
3304300,7,RJ,Rio Bonito,Total,Total,Total,637,28934.0
3304409,7,RJ,Rio Claro,Total,Total,Total,663,54517.0
3304508,7,RJ,Rio das Flores,Total,Total,Total,228,38335.0
3304524,7,RJ,Rio das Ostras,Total,Total,Total,208,13525.0
3304557,7,RJ,Rio de Janeiro,Total,Total,Total,1101,7157.0
3304607,7,RJ,Santa Maria Madalena,Total,Total,Total,951,52067.0
3304706,7,RJ,Santo Antônio de Pádua,Total,Total,Total,1082,41828.0
3304755,7,RJ,São Francisco de Itabapoana,Total,Total,Total,3693,65839.0
3304805,7,RJ,São Fidélis,Total,Total,Total,1766,70104.0
3304904,7,RJ,São Gonçalo,Total,Total,Total,288,5864.0
3305000,7,RJ,São João da Barra,Total,Total,Total,692,6390.0
3305109,7,RJ,São João de Meriti,Total,Total,Total,1,
3305133,7,RJ,São José de Ubá,Total,Total,Total,533,18373.0
3305158,7,RJ,São José do Vale do Rio Preto,Total,Total,Total,689,14589.0
3305208,7,RJ,São Pedro da Aldeia,Total,Total,Total,289,12972.0
3305307,7,RJ,São Sebastião do Alto,Total,Total,Total,776,32899.0
3305406,7,RJ,Sapucaia,Total,Total,Total,684,36946.0
3305505,7,RJ,Saquarema,Total,Total,Total,454,9162.0
3305554,7,RJ,Seropédica,Total,Total,Total,444,9302.0
3305604,7,RJ,Silva Jardim,Total,Total,Total,686,61440.0
3305703,7,RJ,Sumidouro,Total,Total,Total,2674,29938.0
3305752,7,RJ,Tanguá,Total,Total,Total,441,9944.0
3305802,7,RJ,Teresópolis,Total,Total,Total,3492,16601.0
3305901,7,RJ,Trajano de Moraes,Total,Total,Total,1101,46369.0
3306008,7,RJ,Três Rios,Total,Total,Total,305,23257.0
3306107,7,RJ,Valença,Total,Total,Total,1143,92017.0
3306156,7,RJ,Varre-Sai,Total,Total,Total,676,13566.0
3306206,7,RJ,Vassouras,Total,Total,Total,435,43777.0
3306305,7,RJ,Volta Redonda,Total,Total,Total,248,9503.0
3500105,7,SP,Adamantina,Total,Total,Total,529,37276.0
3500204,7,SP,Adolfo,Total,Total,Total,82,14304.0
3500303,7,SP,Aguaí,Total,Total,Total,507,35723.0
3500402,7,SP,Águas da Prata,Total,Total,Total,113,7826.0
3500501,7,SP,Águas de Lindóia,Total,Total,Total,69,1960.0
3500550,7,SP,Águas de Santa Bárbara,Total,Total,Total,212,32011.0
3500709,7,SP,Agudos,Total,Total,Total,301,75677.0
3500758,7,SP,Alambari,Total,Total,Total,168,14587.0
3500808,7,SP,Alfredo Marcondes,Total,Total,Total,235,8047.0
3500907,7,SP,Altair,Total,Total,Total,103,27783.0
3501004,7,SP,Altinópolis,Total,Total,Total,282,83453.0
3501103,7,SP,Alto Alegre,Total,Total,Total,468,22620.0
3501152,7,SP,Alumínio,Total,Total,Total,8,3241.0
3501202,7,SP,Álvares Florence,Total,Total,Total,508,29370.0
3501301,7,SP,Álvares Machado,Total,Total,Total,660,23806.0
3501400,7,SP,Álvaro de Carvalho,Total,Total,Total,93,13453.0
3501509,7,SP,Alvinlândia,Total,Total,Total,102,6609.0
3501608,7,SP,Americana,Total,Total,Total,42,2390.0
3501707,7,SP,Américo Brasiliense,Total,Total,Total,17,12527.0
3501806,7,SP,Américo de Campos,Total,Total,Total,374,23112.0
3501905,7,SP,Amparo,Total,Total,Total,525,32526.0
3502002,7,SP,Analândia,Total,Total,Total,116,23619.0
3502101,7,SP,Andradina,Total,Total,Total,838,65400.0
3502200,7,SP,Angatuba,Total,Total,Total,931,85119.0
3502309,7,SP,Anhembi,Total,Total,Total,184,44789.0
3502408,7,SP,Anhumas,Total,Total,Total,223,24201.0
3502507,7,SP,Aparecida,Total,Total,Total,83,6335.0
3502606,7,SP,Aparecida d'Oeste,Total,Total,Total,397,14758.0
3502705,7,SP,Apiaí,Total,Total,Total,534,33121.0
3502754,7,SP,Araçariguama,Total,Total,Total,10,372.0
3502804,7,SP,Araçatuba,Total,Total,Total,1020,74254.0
3502903,7,SP,Araçoiaba da Serra,Total,Total,Total,315,11833.0
3503000,7,SP,Aramina,Total,Total,Total,82,17056.0
3503109,7,SP,Arandu,Total,Total,Total,185,18203.0
3503158,7,SP,Arapeí,Total,Total,Total,83,8395.0
3503208,7,SP,Araraquara,Total,Total,Total,711,55884.0
3503307,7,SP,Araras,Total,Total,Total,358,50483.0
3503356,7,SP,Arco-Íris,Total,Total,Total,191,24599.0
3503406,7,SP,Arealva,Total,Total,Total,645,41926.0
3503505,7,SP,Areias,Total,Total,Total,82,16932.0
3503604,7,SP,Areiópolis,Total,Total,Total,21,6595.0
3503703,7,SP,Ariranha,Total,Total,Total,106,12621.0
3503802,7,SP,Artur Nogueira,Total,Total,Total,568,10442.0
3503901,7,SP,Arujá,Total,Total,Total,127,473.0
3503950,7,SP,Aspásia,Total,Total,Total,142,7101.0
3504008,7,SP,Assis,Total,Total,Total,389,28580.0
3504107,7,SP,Atibaia,Total,Total,Total,600,12043.0
3504206,7,SP,Auriflama,Total,Total,Total,349,33857.0
3504305,7,SP,Avaí,Total,Total,Total,374,42412.0
3504404,7,SP,Avanhandava,Total,Total,Total,170,35858.0
3504503,7,SP,Avaré,Total,Total,Total,665,99611.0
3504602,7,SP,Bady Bassitt,Total,Total,Total,153,7640.0
3504701,7,SP,Balbinos,Total,Total,Total,64,7245.0
3504800,7,SP,Bálsamo,Total,Total,Total,252,12205.0
3504909,7,SP,Bananal,Total,Total,Total,236,18523.0
3505005,7,SP,Barão de Antonina,Total,Total,Total,219,7462.0
3505104,7,SP,Barbosa,Total,Total,Total,109,9604.0
3505203,7,SP,Bariri,Total,Total,Total,369,35861.0
3505302,7,SP,Barra Bonita,Total,Total,Total,55,9684.0
3505351,7,SP,Barra do Chapéu,Total,Total,Total,441,18902.0
3505401,7,SP,Barra do Turvo,Total,Total,Total,547,49606.0
3505500,7,SP,Barretos,Total,Total,Total,975,135743.0
3505609,7,SP,Barrinha,Total,Total,Total,22,11095.0
3505807,7,SP,Bastos,Total,Total,Total,382,12913.0
3505906,7,SP,Batatais,Total,Total,Total,376,65138.0
3506003,7,SP,Bauru,Total,Total,Total,395,40587.0
3506102,7,SP,Bebedouro,Total,Total,Total,599,61237.0
3506201,7,SP,Bento de Abreu,Total,Total,Total,55,23543.0
3506300,7,SP,Bernardino de Campos,Total,Total,Total,254,16727.0
3506359,7,SP,Bertioga,Total,Total,Total,1,
3506409,7,SP,Bilac,Total,Total,Total,263,12892.0
3506508,7,SP,Birigui,Total,Total,Total,650,44323.0
3506607,7,SP,Biritiba Mirim,Total,Total,Total,433,8995.0
3506706,7,SP,Boa Esperança do Sul,Total,Total,Total,167,62742.0
3506805,7,SP,Bocaina,Total,Total,Total,131,29898.0
3506904,7,SP,Bofete,Total,Total,Total,227,38210.0
3507001,7,SP,Boituva,Total,Total,Total,191,11271.0
3507100,7,SP,Bom Jesus dos Perdões,Total,Total,Total,65,1606.0
3507159,7,SP,Bom Sucesso de Itararé,Total,Total,Total,56,7125.0
3507209,7,SP,Borá,Total,Total,Total,38,7640.0
3507308,7,SP,Boracéia,Total,Total,Total,72,8061.0
3507407,7,SP,Borborema,Total,Total,Total,410,43833.0
3507456,7,SP,Borebi,Total,Total,Total,70,25619.0
3507506,7,SP,Botucatu,Total,Total,Total,359,96106.0
3507605,7,SP,Bragança Paulista,Total,Total,Total,583,23361.0
3507704,7,SP,Braúna,Total,Total,Total,156,15252.0
3507753,7,SP,Brejo Alegre,Total,Total,Total,91,9250.0
3507803,7,SP,Brodowski,Total,Total,Total,153,18841.0
3507902,7,SP,Brotas,Total,Total,Total,396,91715.0
3508009,7,SP,Buri,Total,Total,Total,530,95039.0
3508108,7,SP,Buritama,Total,Total,Total,397,22537.0
3508207,7,SP,Buritizal,Total,Total,Total,153,22098.0
3508306,7,SP,Cabrália Paulista,Total,Total,Total,99,13751.0
3508405,7,SP,Cabreúva,Total,Total,Total,102,9744.0
3508504,7,SP,Caçapava,Total,Total,Total,119,15035.0
3508603,7,SP,Cachoeira Paulista,Total,Total,Total,254,18445.0
3508702,7,SP,Caconde,Total,Total,Total,1262,32746.0
3508801,7,SP,Cafelândia,Total,Total,Total,253,72908.0
3508900,7,SP,Caiabu,Total,Total,Total,189,12904.0
3509007,7,SP,Caieiras,Total,Total,Total,18,3706.0
3509106,7,SP,Caiuá,Total,Total,Total,658,50996.0
3509205,7,SP,Cajamar,Total,Total,Total,72,559.0
3509254,7,SP,Cajati,Total,Total,Total,520,19656.0
3509304,7,SP,Cajobi,Total,Total,Total,181,17155.0
3509403,7,SP,Cajuru,Total,Total,Total,736,56398.0
3509452,7,SP,Campina do Monte Alegre,Total,Total,Total,141,14588.0
3509502,7,SP,Campinas,Total,Total,Total,582,37444.0
3509601,7,SP,Campo Limpo Paulista,Total,Total,Total,15,368.0
3509700,7,SP,Campos do Jordão,Total,Total,Total,34,1364.0
3509809,7,SP,Campos Novos Paulista,Total,Total,Total,191,33018.0
3509908,7,SP,Cananéia,Total,Total,Total,115,30480.0
3509957,7,SP,Canas,Total,Total,Total,41,2679.0
3510005,7,SP,Cândido Mota,Total,Total,Total,351,39481.0
3510104,7,SP,Cândido Rodrigues,Total,Total,Total,134,5898.0
3510153,7,SP,Canitar,Total,Total,Total,21,6143.0
3510203,7,SP,Capão Bonito,Total,Total,Total,760,104229.0
3510302,7,SP,Capela do Alto,Total,Total,Total,157,7177.0
3510401,7,SP,Capivari,Total,Total,Total,133,19463.0
3510500,7,SP,Caraguatatuba,Total,Total,Total,87,7007.0
3510708,7,SP,Cardoso,Total,Total,Total,263,40491.0
3510807,7,SP,Casa Branca,Total,Total,Total,504,70107.0
3510906,7,SP,Cássia dos Coqueiros,Total,Total,Total,320,13871.0
3511003,7,SP,Castilho,Total,Total,Total,1199,68071.0
3511102,7,SP,Catanduva,Total,Total,Total,157,21100.0
3511201,7,SP,Catiguá,Total,Total,Total,48,9802.0
3511300,7,SP,Cedral,Total,Total,Total,298,18390.0
3511409,7,SP,Cerqueira César,Total,Total,Total,394,40462.0
3511508,7,SP,Cerquilho,Total,Total,Total,180,7593.0
3511607,7,SP,Cesário Lange,Total,Total,Total,197,10121.0
3511706,7,SP,Charqueada,Total,Total,Total,107,11267.0
3511904,7,SP,Clementina,Total,Total,Total,127,16180.0
3512001,7,SP,Colina,Total,Total,Total,200,38503.0
3512100,7,SP,Colômbia,Total,Total,Total,221,64576.0
3512209,7,SP,Conchal,Total,Total,Total,359,14627.0
3512308,7,SP,Conchas,Total,Total,Total,509,21994.0
3512407,7,SP,Cordeirópolis,Total,Total,Total,120,7819.0
3512506,7,SP,Coroados,Total,Total,Total,332,23569.0
3512605,7,SP,Coronel Macedo,Total,Total,Total,284,24257.0
3512704,7,SP,Corumbataí,Total,Total,Total,355,20654.0
3512803,7,SP,Cosmópolis,Total,Total,Total,178,9066.0
3512902,7,SP,Cosmorama,Total,Total,Total,598,31633.0
3513009,7,SP,Cotia,Total,Total,Total,183,1836.0
3513108,7,SP,Cravinhos,Total,Total,Total,113,32514.0
3513207,7,SP,Cristais Paulista,Total,Total,Total,444,26596.0
3513306,7,SP,Cruzália,Total,Total,Total,97,10429.0
3513405,7,SP,Cruzeiro,Total,Total,Total,192,13505.0
3513504,7,SP,Cubatão,Total,Total,Total,3,316.0
3513603,7,SP,Cunha,Total,Total,Total,2287,81219.0
3513702,7,SP,Descalvado,Total,Total,Total,396,51550.0
3513801,7,SP,Diadema,Total,Total,Total,16,1.0
3513850,7,SP,Dirce Reis,Total,Total,Total,131,7204.0
3513900,7,SP,Divinolândia,Total,Total,Total,633,13968.0
3514007,7,SP,Dobrada,Total,Total,Total,29,10479.0
3514106,7,SP,Dois Córregos,Total,Total,Total,367,46526.0
3514205,7,SP,Dolcinópolis,Total,Total,Total,107,6571.0
3514304,7,SP,Dourado,Total,Total,Total,63,19056.0
3514403,7,SP,Dracena,Total,Total,Total,572,42546.0
3514502,7,SP,Duartina,Total,Total,Total,248,21313.0
3514601,7,SP,Dumont,Total,Total,Total,178,9770.0
3514700,7,SP,Echaporã,Total,Total,Total,272,42771.0
3514809,7,SP,Eldorado,Total,Total,Total,848,44205.0
3514908,7,SP,Elias Fausto,Total,Total,Total,295,11740.0
3514924,7,SP,Elisiário,Total,Total,Total,49,5882.0
3514957,7,SP,Embaúba,Total,Total,Total,63,6773.0
3515004,7,SP,Embu das Artes,Total,Total,Total,27,299.0
3515103,7,SP,Embu-Guaçu,Total,Total,Total,105,1497.0
3515129,7,SP,Emilianópolis,Total,Total,Total,194,17992.0
3515152,7,SP,Engenheiro Coelho,Total,Total,Total,317,7012.0
3515186,7,SP,Espírito Santo do Pinhal,Total,Total,Total,481,33384.0
3515194,7,SP,Espírito Santo do Turvo,Total,Total,Total,97,17731.0
3515202,7,SP,Estrela d'Oeste,Total,Total,Total,270,21144.0
3515301,7,SP,Estrela do Norte,Total,Total,Total,136,20010.0
3515350,7,SP,Euclides da Cunha Paulista,Total,Total,Total,751,46100.0
3515400,7,SP,Fartura,Total,Total,Total,475,23136.0
3515509,7,SP,Fernandópolis,Total,Total,Total,584,42454.0
3515608,7,SP,Fernando Prestes,Total,Total,Total,313,17052.0
3515657,7,SP,Fernão,Total,Total,Total,205,8573.0
3515707,7,SP,Ferraz de Vasconcelos,Total,Total,Total,16,101.0
3515806,7,SP,Flora Rica,Total,Total,Total,109,17869.0
3515905,7,SP,Floreal,Total,Total,Total,230,14456.0
3516002,7,SP,Flórida Paulista,Total,Total,Total,512,45109.0
3516101,7,SP,Florínea,Total,Total,Total,46,13811.0
3516200,7,SP,Franca,Total,Total,Total,541,37500.0
3516309,7,SP,Francisco Morato,Total,Total,Total,26,116.0
3516408,7,SP,Franco da Rocha,Total,Total,Total,137,961.0
3516507,7,SP,Gabriel Monteiro,Total,Total,Total,178,15668.0
3516606,7,SP,Gália,Total,Total,Total,316,30091.0
3516705,7,SP,Garça,Total,Total,Total,578,48127.0
3516804,7,SP,Gastão Vidigal,Total,Total,Total,209,14170.0
3516853,7,SP,Gavião Peixoto,Total,Total,Total,56,22542.0
3516903,7,SP,General Salgado,Total,Total,Total,354,44455.0
3517000,7,SP,Getulina,Total,Total,Total,218,63066.0
3517109,7,SP,Glicério,Total,Total,Total,248,18712.0
3517208,7,SP,Guaiçara,Total,Total,Total,124,14403.0
3517307,7,SP,Guaimbê,Total,Total,Total,86,18313.0
3517406,7,SP,Guaíra,Total,Total,Total,313,111067.0
3517505,7,SP,Guapiaçu,Total,Total,Total,510,31190.0
3517604,7,SP,Guapiara,Total,Total,Total,819,17361.0
3517703,7,SP,Guará,Total,Total,Total,146,27429.0
3517802,7,SP,Guaraçaí,Total,Total,Total,402,45637.0
3517901,7,SP,Guaraci,Total,Total,Total,189,46787.0
3518008,7,SP,Guarani d'Oeste,Total,Total,Total,93,10059.0
3518107,7,SP,Guarantã,Total,Total,Total,298,35557.0
3518206,7,SP,Guararapes,Total,Total,Total,362,79032.0
3518305,7,SP,Guararema,Total,Total,Total,221,11449.0
3518404,7,SP,Guaratinguetá,Total,Total,Total,372,39546.0
3518503,7,SP,Guareí,Total,Total,Total,764,49208.0
3518602,7,SP,Guariba,Total,Total,Total,82,22544.0
3518701,7,SP,Guarujá,Total,Total,Total,9,93.0
3518800,7,SP,Guarulhos,Total,Total,Total,83,704.0
3518859,7,SP,Guatapará,Total,Total,Total,169,26623.0
3518909,7,SP,Guzolândia,Total,Total,Total,165,21633.0
3519006,7,SP,Herculândia,Total,Total,Total,428,35533.0
3519055,7,SP,Holambra,Total,Total,Total,218,3114.0
3519071,7,SP,Hortolândia,Total,Total,Total,19,328.0
3519105,7,SP,Iacanga,Total,Total,Total,171,36020.0
3519204,7,SP,Iacri,Total,Total,Total,241,23768.0
3519253,7,SP,Iaras,Total,Total,Total,432,40221.0
3519303,7,SP,Ibaté,Total,Total,Total,57,24593.0
3519402,7,SP,Ibirá,Total,Total,Total,244,21390.0
3519501,7,SP,Ibirarema,Total,Total,Total,139,16593.0
3519600,7,SP,Ibitinga,Total,Total,Total,403,50621.0
3519709,7,SP,Ibiúna,Total,Total,Total,1240,18392.0
3519808,7,SP,Icém,Total,Total,Total,86,26680.0
3519907,7,SP,Iepê,Total,Total,Total,266,38385.0
3520004,7,SP,Igaraçu do Tietê,Total,Total,Total,42,7151.0
3520103,7,SP,Igarapava,Total,Total,Total,209,34358.0
3520202,7,SP,Igaratá,Total,Total,Total,120,13234.0
3520301,7,SP,Iguape,Total,Total,Total,476,36614.0
3520400,7,SP,Ilhabela,Total,Total,Total,13,1279.0
3520426,7,SP,Ilha Comprida,Total,Total,Total,6,8.0
3520442,7,SP,Ilha Solteira,Total,Total,Total,342,42458.0
3520509,7,SP,Indaiatuba,Total,Total,Total,332,15556.0
3520608,7,SP,Indiana,Total,Total,Total,215,10199.0
3520707,7,SP,Indiaporã,Total,Total,Total,201,17810.0
3520806,7,SP,Inúbia Paulista,Total,Total,Total,114,8439.0
3520905,7,SP,Ipaussu,Total,Total,Total,42,14224.0
3521002,7,SP,Iperó,Total,Total,Total,160,4538.0
3521101,7,SP,Ipeúna,Total,Total,Total,219,13107.0
3521150,7,SP,Ipiguá,Total,Total,Total,152,9036.0
3521200,7,SP,Iporanga,Total,Total,Total,363,23551.0
3521309,7,SP,Ipuã,Total,Total,Total,105,38996.0
3521408,7,SP,Iracemápolis,Total,Total,Total,28,7887.0
3521507,7,SP,Irapuã,Total,Total,Total,211,19157.0
3521606,7,SP,Irapuru,Total,Total,Total,379,18642.0
3521705,7,SP,Itaberá,Total,Total,Total,946,86210.0
3521804,7,SP,Itaí,Total,Total,Total,613,77833.0
3521903,7,SP,Itajobi,Total,Total,Total,595,38579.0
3522000,7,SP,Itaju,Total,Total,Total,205,15941.0
3522109,7,SP,Itanhaém,Total,Total,Total,57,3495.0
3522158,7,SP,Itaoca,Total,Total,Total,127,9106.0
3522208,7,SP,Itapecerica da Serra,Total,Total,Total,87,680.0
3522307,7,SP,Itapetininga,Total,Total,Total,1291,125523.0
3522406,7,SP,Itapeva,Total,Total,Total,1231,137112.0
3522505,7,SP,Itapevi,Total,Total,Total,5,21.0
3522604,7,SP,Itapira,Total,Total,Total,495,38508.0
3522653,7,SP,Itapirapuã Paulista,Total,Total,Total,310,25016.0
3522703,7,SP,Itápolis,Total,Total,Total,782,81236.0
3522802,7,SP,Itaporanga,Total,Total,Total,924,33232.0
3522901,7,SP,Itapuí,Total,Total,Total,80,9665.0
3523008,7,SP,Itapura,Total,Total,Total,261,22837.0
3523107,7,SP,Itaquaquecetuba,Total,Total,Total,49,346.0
3523206,7,SP,Itararé,Total,Total,Total,682,87084.0
3523305,7,SP,Itariri,Total,Total,Total,214,5768.0
3523404,7,SP,Itatiba,Total,Total,Total,331,17196.0
3523503,7,SP,Itatinga,Total,Total,Total,216,66641.0
3523602,7,SP,Itirapina,Total,Total,Total,228,41741.0
3523701,7,SP,Itirapuã,Total,Total,Total,205,11293.0
3523800,7,SP,Itobi,Total,Total,Total,125,8786.0
3523909,7,SP,Itu,Total,Total,Total,247,29472.0
3524006,7,SP,Itupeva,Total,Total,Total,116,7501.0
3524105,7,SP,Ituverava,Total,Total,Total,247,64248.0
3524204,7,SP,Jaborandi,Total,Total,Total,136,24598.0
3524303,7,SP,Jaboticabal,Total,Total,Total,301,67115.0
3524402,7,SP,Jacareí,Total,Total,Total,398,19382.0
3524501,7,SP,Jaci,Total,Total,Total,163,11532.0
3524600,7,SP,Jacupiranga,Total,Total,Total,505,23000.0
3524709,7,SP,Jaguariúna,Total,Total,Total,67,6105.0
3524808,7,SP,Jales,Total,Total,Total,1012,31662.0
3524907,7,SP,Jambeiro,Total,Total,Total,105,10020.0
3525102,7,SP,Jardinópolis,Total,Total,Total,231,39072.0
3525201,7,SP,Jarinu,Total,Total,Total,188,5606.0
3525300,7,SP,Jaú,Total,Total,Total,333,52945.0
3525409,7,SP,Jeriquara,Total,Total,Total,80,10916.0
3525508,7,SP,Joanópolis,Total,Total,Total,210,14451.0
3525607,7,SP,João Ramalho,Total,Total,Total,283,36866.0
3525706,7,SP,José Bonifácio,Total,Total,Total,648,69919.0
3525805,7,SP,Júlio Mesquita,Total,Total,Total,58,11729.0
3525854,7,SP,Jumirim,Total,Total,Total,113,3220.0
3525904,7,SP,Jundiaí,Total,Total,Total,399,8182.0
3526001,7,SP,Junqueirópolis,Total,Total,Total,537,48886.0
3526100,7,SP,Juquiá,Total,Total,Total,376,31043.0
3526209,7,SP,Juquitiba,Total,Total,Total,123,8199.0
3526308,7,SP,Lagoinha,Total,Total,Total,257,13028.0
3526407,7,SP,Laranjal Paulista,Total,Total,Total,461,23917.0
3526506,7,SP,Lavínia,Total,Total,Total,276,33637.0
3526605,7,SP,Lavrinhas,Total,Total,Total,61,6364.0
3526704,7,SP,Leme,Total,Total,Total,267,28971.0
3526803,7,SP,Lençóis Paulista,Total,Total,Total,273,79229.0
3526902,7,SP,Limeira,Total,Total,Total,936,25668.0
3527009,7,SP,Lindóia,Total,Total,Total,64,1966.0
3527108,7,SP,Lins,Total,Total,Total,137,29999.0
3527207,7,SP,Lorena,Total,Total,Total,189,21151.0
3527256,7,SP,Lourdes,Total,Total,Total,112,8271.0
3527306,7,SP,Louveira,Total,Total,Total,136,1213.0
3527405,7,SP,Lucélia,Total,Total,Total,443,24773.0
3527504,7,SP,Lucianópolis,Total,Total,Total,133,15348.0
3527603,7,SP,Luís Antônio,Total,Total,Total,55,45522.0
3527702,7,SP,Luiziânia,Total,Total,Total,182,19111.0
3527801,7,SP,Lupércio,Total,Total,Total,192,16644.0
3527900,7,SP,Lutécia,Total,Total,Total,159,38551.0
3528007,7,SP,Macatuba,Total,Total,Total,79,17623.0
3528106,7,SP,Macaubal,Total,Total,Total,451,20252.0
3528205,7,SP,Macedônia,Total,Total,Total,327,26092.0
3528304,7,SP,Magda,Total,Total,Total,172,31950.0
3528403,7,SP,Mairinque,Total,Total,Total,117,5745.0
3528502,7,SP,Mairiporã,Total,Total,Total,72,988.0
3528601,7,SP,Manduri,Total,Total,Total,191,14631.0
3528700,7,SP,Marabá Paulista,Total,Total,Total,489,66380.0
3528809,7,SP,Maracaí,Total,Total,Total,217,36866.0
3528858,7,SP,Marapoama,Total,Total,Total,148,8070.0
3528908,7,SP,Mariápolis,Total,Total,Total,387,16640.0
3529005,7,SP,Marília,Total,Total,Total,881,105699.0
3529104,7,SP,Marinópolis,Total,Total,Total,155,6796.0
3529203,7,SP,Martinópolis,Total,Total,Total,559,101288.0
3529302,7,SP,Matão,Total,Total,Total,171,37313.0
3529401,7,SP,Mauá,Total,Total,Total,34,53.0
3529500,7,SP,Mendonça,Total,Total,Total,285,12615.0
3529609,7,SP,Meridiano,Total,Total,Total,205,20637.0
3529658,7,SP,Mesópolis,Total,Total,Total,198,12421.0
3529708,7,SP,Miguelópolis,Total,Total,Total,195,61275.0
3529807,7,SP,Mineiros do Tietê,Total,Total,Total,94,17491.0
3529906,7,SP,Miracatu,Total,Total,Total,675,23171.0
3530003,7,SP,Mira Estrela,Total,Total,Total,221,14391.0
3530102,7,SP,Mirandópolis,Total,Total,Total,1013,59871.0
3530201,7,SP,Mirante do Paranapanema,Total,Total,Total,2097,98859.0
3530300,7,SP,Mirassol,Total,Total,Total,359,16995.0
3530409,7,SP,Mirassolândia,Total,Total,Total,193,12090.0
