cod_ibge,uf,populacao_2024,num_escolas,area_algodão_herbáceo_2024,area_cana_de_açúcar_2024,area_milho_2024,area_soja_2024,estabelecimentos_agro_total,area_agro_total_hectares,num_tratores
2506905,PB,23621.0,18390,13.0,2410.0,612.0,,957.0,12505.0,49.0
2507002,PB,24686.0,17277,23.0,41.0,960.0,,1231.0,29337.0,7.0
2507101,PB,19054.0,15726,,36150.0,127.0,,1160.0,10628.0,30.0
2507200,PB,10816.0,7101,117.0,,4240.0,,837.0,21908.0,
2507309,PB,14923.0,12648,,30396.0,261.0,,834.0,13094.0,37.0
2507408,PB,7721.0,5004,,,487.0,,466.0,6827.0,
2507507,PB,888679.0,526719,,1205.0,,,150.0,1612.0,
2507606,PB,8057.0,6117,56.0,80.0,1400.0,,226.0,4497.0,7.0
2507705,PB,17488.0,13089,9.0,,750.0,,1377.0,30674.0,21.0
2507804,PB,7002.0,4590,53.0,,720.0,,432.0,11282.0,
2507903,PB,10259.0,9972,,46393.0,161.0,,171.0,3537.0,15.0
2508000,PB,9410.0,6141,6.0,143.0,2148.0,,1136.0,19115.0,
2508109,PB,4502.0,3345,,,405.0,,296.0,8550.0,
2508208,PB,8088.0,7137,,,127.0,,665.0,6077.0,24.0
2508307,PB,29053.0,17988,,,245.0,,2026.0,6638.0,61.0
2508406,PB,3292.0,2208,11.0,,268.0,,256.0,7113.0,5.0
2508505,PB,7045.0,4428,,,1146.0,,848.0,18888.0,
2508554,PB,5045.0,2769,,,318.0,,267.0,3187.0,
2508604,PB,13019.0,11148,,24100.0,,,191.0,4158.0,
2508703,PB,3624.0,2166,,,416.0,,544.0,11064.0,3.0
2508802,PB,6259.0,3714,,,368.0,,150.0,8960.0,8.0
2508901,PB,46719.0,32976,,117488.0,37.0,,1093.0,33493.0,138.0
2509008,PB,10700.0,7572,,,3120.0,,1280.0,19410.0,4.0
2509057,PB,9435.0,8943,,42175.0,23.0,,473.0,2585.0,
2509107,PB,22126.0,17592,,33740.0,23.0,,727.0,9924.0,60.0
2509156,PB,6960.0,5067,,,368.0,,218.0,2353.0,
2509206,PB,14666.0,9192,,,368.0,,1858.0,14179.0,32.0
2509305,PB,8585.0,7953,,47442.0,30.0,,73.0,2911.0,
2509339,PB,4735.0,4089,,,920.0,,937.0,3226.0,
2509370,PB,2592.0,2646,,,227.0,,134.0,2869.0,5.0
2509396,PB,6677.0,4518,,,1146.0,,420.0,4416.0,4.0
2509404,PB,14375.0,10083,,,1470.0,,1024.0,14669.0,34.0
2509503,PB,6083.0,3990,,,480.0,,502.0,2140.0,15.0
2509602,PB,4435.0,4689,,,534.0,,493.0,7566.0,
2509701,PB,33742.0,25299,28.0,,1463.0,,3203.0,73230.0,
2509800,PB,8945.0,7659,,,2200.0,,826.0,15691.0,58.0
2509909,PB,9014.0,7362,,,449.0,,871.0,3985.0,6.0
2510006,PB,7392.0,4473,,123.0,392.0,,603.0,6571.0,
2510105,PB,9884.0,6276,,,254.0,,354.0,3476.0,
2510204,PB,5909.0,4860,,16.0,516.0,,420.0,2957.0,
2510303,PB,4362.0,2670,,,163.0,,542.0,22549.0,
2510402,PB,6111.0,3897,,58.0,860.0,,654.0,22436.0,
2510501,PB,3674.0,2391,,,298.0,,550.0,20426.0,4.0
2510600,PB,2998.0,2100,19.0,,144.0,,321.0,9341.0,10.0
2510659,PB,1751.0,1158,,,170.0,,359.0,15415.0,8.0
2510709,PB,2562.0,1560,,,562.0,,99.0,5663.0,
2510808,PB,107774.0,75171,,16.0,453.0,,497.0,29185.0,21.0
2510907,PB,12160.0,10467,,246.0,618.0,,815.0,42768.0,
2511004,PB,3846.0,3192,,43.0,256.0,,493.0,4645.0,
2511103,PB,6998.0,5232,,,617.0,,1194.0,27924.0,
2511202,PB,31152.0,23475,,212080.0,804.0,,1824.0,28506.0,123.0
2511301,PB,17006.0,9030,,,1112.0,,892.0,29762.0,7.0
2511400,PB,18835.0,14379,7.0,,202.0,,1209.0,34429.0,57.0
2511509,PB,12801.0,9387,,2410.0,155.0,,599.0,6244.0,23.0
2511608,PB,6979.0,6564,,1770.0,368.0,,530.0,3135.0,
2511707,PB,5514.0,3873,,327.0,402.0,,588.0,3878.0,
2511806,PB,9467.0,6861,58.0,1270.0,144.0,,436.0,5460.0,
2511905,PB,17164.0,12567,,13440.0,30.0,,984.0,5186.0,
2512002,PB,17990.0,12729,,,285.0,,1782.0,43679.0,34.0
2512036,PB,3932.0,5094,,,1138.0,,319.0,3764.0,
2512077,PB,4120.0,4407,,,881.0,,498.0,5239.0,4.0
2512101,PB,33796.0,24336,10.0,,308.0,,1334.0,62950.0,
2512200,PB,4027.0,2694,70.0,,354.0,,334.0,16426.0,
2512309,PB,21659.0,14010,13.0,35.0,3850.0,,1146.0,16586.0,
2512408,PB,14837.0,13641,,,878.0,,1063.0,4116.0,11.0
2512507,PB,50214.0,37644,,,1386.0,,3401.0,25641.0,57.0
2512606,PB,1798.0,1248,,,258.0,,136.0,10170.0,3.0
2512705,PB,18373.0,13062,180.0,,360.0,,875.0,8974.0,10.0
2512721,PB,5925.0,3759,,2861.0,47.0,,591.0,3826.0,13.0
2512747,PB,2964.0,2211,,,837.0,,309.0,4796.0,12.0
2512754,PB,4877.0,5088,17.0,,118.0,,316.0,3643.0,
2512762,PB,4946.0,4119,,1205.0,53.0,,400.0,2532.0,
2512788,PB,2044.0,1980,,,219.0,,51.0,7652.0,
2512804,PB,8762.0,6297,,,1820.0,,604.0,16662.0,
2512903,PB,25394.0,18084,,116816.0,,,1123.0,36988.0,39.0
2513000,PB,3437.0,2070,15.0,,172.0,,338.0,7496.0,
2513109,PB,11760.0,9120,75.0,,260.0,,1372.0,15271.0,13.0
2513158,PB,8031.0,5091,,,434.0,,1048.0,13669.0,
2513208,PB,6041.0,3504,6.0,285.0,336.0,,497.0,14135.0,4.0
2513307,PB,6020.0,4932,,,1899.0,,446.0,10161.0,
2513356,PB,3274.0,1791,,41.0,385.0,,403.0,20294.0,
2513406,PB,15387.0,9924,,,378.0,,383.0,24637.0,10.0
2513505,PB,5106.0,2769,,39.0,845.0,,696.0,20320.0,
2513604,PB,6657.0,4584,5.0,,897.0,,703.0,14898.0,
2513653,PB,2606.0,2640,,,212.0,,176.0,2778.0,
2513703,PB,159121.0,95973,,175224.0,,,612.0,49311.0,234.0
2513802,PB,4499.0,2658,,,517.0,,339.0,18322.0,11.0
2513851,PB,2702.0,1656,14.0,,157.0,,396.0,11349.0,
2513901,PB,33700.0,35955,34.0,,254.0,,261.0,15770.0,14.0
2513927,PB,4473.0,2673,,,400.0,,264.0,11895.0,
2513943,PB,2676.0,1797,,,76.0,,332.0,9635.0,
2513968,PB,2636.0,1950,,,304.0,,283.0,10064.0,
2513984,PB,3190.0,2400,6.0,,316.0,,292.0,5960.0,
2514008,PB,4341.0,3399,,,509.0,,487.0,53979.0,9.0
2514107,PB,4363.0,3084,55.0,,140.0,,587.0,47854.0,4.0
2514206,PB,7270.0,4452,,123.0,536.0,,796.0,14148.0,6.0
2514305,PB,5032.0,3747,31.0,31.0,760.0,,545.0,10364.0,
2514404,PB,4099.0,2070,,,734.0,,458.0,52449.0,30.0
2514453,PB,6105.0,5184,,952.0,405.0,,481.0,4613.0,11.0
2514503,PB,19552.0,14304,,238.0,1308.0,,1671.0,32668.0,8.0
2514552,PB,3383.0,1524,,312.0,2580.0,,718.0,7591.0,3.0
2514602,PB,3333.0,2016,,,390.0,,168.0,4976.0,
2514651,PB,1748.0,2115,28.0,,303.0,,90.0,20742.0,19.0
2514701,PB,4270.0,2445,,,476.0,,296.0,11723.0,5.0
2514800,PB,3474.0,2058,26.0,,222.0,,541.0,23759.0,
2514909,PB,7640.0,4485,,,462.0,,569.0,46005.0,25.0
2515005,PB,7287.0,5652,,1400.0,256.0,,674.0,5748.0,
2515104,PB,11365.0,6960,,,103.0,,1376.0,3586.0,6.0
2515203,PB,3376.0,2295,,,108.0,,347.0,32734.0,8.0
2515302,PB,53309.0,38043,,121584.0,26.0,,1651.0,26338.0,61.0
2515401,PB,10620.0,7392,,,222.0,,1155.0,15475.0,
2515500,PB,14075.0,8763,,,175.0,,951.0,45351.0,16.0
2515609,PB,3162.0,3048,,1008.0,106.0,,299.0,2162.0,
2515708,PB,3043.0,2229,22.0,41.0,438.0,,430.0,4928.0,
2515807,PB,6984.0,5019,,,266.0,,888.0,4156.0,
2515906,PB,4839.0,2739,,2992.0,420.0,,579.0,5527.0,10.0
2515930,PB,5282.0,4821,,,88.0,,338.0,2763.0,12.0
2515971,PB,8579.0,6276,,2229.0,40.0,,1011.0,3279.0,
2516003,PB,27749.0,17658,130.0,47.0,1540.0,,1645.0,13701.0,
2516102,PB,14381.0,9912,11.0,,663.0,,960.0,41988.0,
2516151,PB,3461.0,2916,9.0,,128.0,,353.0,8665.0,4.0
2516201,PB,69876.0,47670,,82.0,4463.0,,1726.0,34656.0,61.0
2516300,PB,17763.0,9972,,,328.0,,905.0,48581.0,
2516409,PB,7934.0,5832,935.0,,3450.0,,674.0,16002.0,17.0
2516508,PB,14376.0,10020,,48.0,730.0,,1033.0,55448.0,44.0
2516607,PB,14464.0,7866,14.0,87.0,3813.0,,1391.0,11889.0,
2516706,PB,15082.0,12045,,20.0,2024.0,,1272.0,9178.0,10.0
2516755,PB,3069.0,2301,,,450.0,,260.0,4161.0,
2516805,PB,10259.0,8025,,,538.0,,620.0,9712.0,15.0
2516904,PB,15386.0,13614,13.0,37.0,1218.0,,696.0,14560.0,
2517001,PB,9302.0,8169,,,502.0,,886.0,8069.0,
2517100,PB,2764.0,1365,,,464.0,,227.0,12950.0,3.0
2517209,PB,4974.0,2733,13.0,,474.0,,528.0,8233.0,
2517407,PB,2310.0,1674,,,89.0,,266.0,9608.0,
2600054,PE,103945.0,64506,,18461.0,,,408.0,1001.0,
2600104,PE,42407.0,27819,25.0,120.0,2710.0,,1882.0,21475.0,9.0
2600203,PE,19349.0,11073,,,956.0,,3460.0,96314.0,65.0
2600302,PE,24615.0,16308,,,410.0,,1077.0,13376.0,42.0
2600401,PE,27221.0,16755,,46225.0,,,1234.0,22102.0,31.0
2600500,PE,43713.0,33435,,,32.0,,3060.0,53198.0,67.0
2600609,PE,14355.0,9045,,,48.0,,1247.0,11971.0,
2600708,PE,37372.0,31875,,119961.0,16.0,,804.0,17805.0,65.0
2600807,PE,21185.0,12120,,,456.0,,2851.0,28600.0,30.0
2600906,PE,18471.0,13665,,49191.0,,,1839.0,20215.0,31.0
2601003,PE,10580.0,6759,,,213.0,,708.0,7743.0,17.0
2601052,PE,19936.0,15600,,43335.0,,,57.0,179.0,
2601102,PE,90104.0,64455,185.0,,25870.0,,7375.0,90305.0,287.0
2601201,PE,82003.0,56421,,,234.0,,737.0,16852.0,13.0
2601300,PE,12616.0,7335,,,,,375.0,6295.0,11.0
2601409,PE,42056.0,34071,,35051.0,,,676.0,12345.0,
2601508,PE,10829.0,7977,,,,,894.0,5185.0,5.0
2601607,PE,18713.0,13659,,,316.0,,1620.0,42628.0,84.0
2601706,PE,83647.0,59607,,,390.0,,1502.0,14165.0,24.0
2601805,PE,11981.0,8109,,,2760.0,,1808.0,44305.0,12.0
2601904,PE,64809.0,36669,,,603.0,,1750.0,17094.0,36.0
2602001,PE,36129.0,22680,,,7517.0,,3568.0,69467.0,66.0
2602100,PE,46192.0,29463,,,4500.0,,2710.0,40216.0,97.0
2602209,PE,39278.0,20052,,7014.0,2212.0,,3832.0,11434.0,14.0
2602308,PE,39163.0,27186,,350.0,,,1679.0,16817.0,28.0
2602407,PE,9399.0,7788,,,1763.0,,1005.0,11252.0,38.0
2602506,PE,8010.0,5208,,69.0,1618.0,,837.0,7875.0,4.0
2602605,PE,51107.0,33384,,29.0,501.0,,1442.0,25762.0,22.0
2602704,PE,13254.0,8886,,23869.0,,,419.0,4160.0,
2602803,PE,54425.0,38037,,,179.0,,5652.0,70107.0,75.0
2602902,PE,216969.0,154272,,108450.0,,,1873.0,19987.0,64.0
2603009,PE,31746.0,27216,,,463.0,,1466.0,44234.0,41.0
2603108,PE,20612.0,12609,,,11.0,,865.0,7453.0,18.0
2603207,PE,30441.0,19614,,,2508.0,,4463.0,21673.0,52.0
2603306,PE,11445.0,6075,,,195.0,,1908.0,7740.0,32.0
2603405,PE,5367.0,4431,,30.0,450.0,,613.0,6145.0,3.0
2603454,PE,155771.0,108240,,,,,12.0,179.0,
2603504,PE,17991.0,11472,,,43.0,,322.0,2523.0,18.0
2603603,PE,7972.0,6273,,23579.0,,,230.0,3531.0,
2603702,PE,25090.0,17799,,2240.0,306.0,,2180.0,32488.0,39.0
2603801,PE,18890.0,12837,,,177.0,,2706.0,22966.0,48.0
2603900,PE,19513.0,14703,,225.0,5600.0,,2647.0,16983.0,
2603926,PE,12682.0,13140,,18.0,1235.0,,2098.0,43435.0,
2604007,PE,83205.0,58293,,18783.0,,,398.0,6703.0,
2604106,PE,402290.0,265437,,67.0,4230.0,,1406.0,22470.0,58.0
2604155,PE,13489.0,9327,,,1083.0,,1903.0,6670.0,5.0
2604205,PE,33279.0,22455,,13888.0,,,892.0,5357.0,
2604304,PE,10845.0,8019,,,6844.0,,637.0,8060.0,36.0
2604403,PE,13461.0,9330,,22053.0,,,321.0,4159.0,
2604502,PE,21224.0,17478,,,10.0,,1502.0,5302.0,11.0
2604601,PE,25383.0,17988,,21924.0,,,232.0,1996.0,
2604700,PE,17660.0,10344,,,42.0,,1291.0,23455.0,16.0
2604809,PE,10512.0,8427,,12501.0,,,341.0,6849.0,16.0
2604908,PE,16252.0,10575,,,2023.0,,2407.0,20752.0,45.0
2605004,PE,24301.0,18759,,,348.0,,557.0,6792.0,
2605103,PE,39403.0,31455,,,3430.0,,3789.0,90894.0,49.0
2605152,PE,17749.0,11187,,56.0,1595.0,,3037.0,104655.0,
2605202,PE,62252.0,41280,,211773.0,,,613.0,30905.0,71.0
2605301,PE,33436.0,22530,,,35159.0,,2597.0,66014.0,230.0
2605400,PE,22169.0,13569,,3373.0,,,771.0,5599.0,
2605459,PE,3316.0,1908,,,,,14.0,20.0,3.0
2605509,PE,15794.0,6639,,34146.0,,,430.0,6436.0,29.0
2605608,PE,20835.0,11955,55.0,54.0,10280.0,,3373.0,44238.0,30.0
2605707,PE,31627.0,26895,,,93.0,,2033.0,144542.0,16.0
2605806,PE,14070.0,8028,81.0,,489.0,,1336.0,11067.0,37.0
2605905,PE,17973.0,14625,,64324.0,,,571.0,19792.0,18.0
2606002,PE,151064.0,113475,,,1671.0,,3055.0,26210.0,61.0
2606101,PE,30370.0,19392,,14941.0,1928.0,,2347.0,13438.0,66.0
2606200,PE,85160.0,70401,,117921.0,,,1546.0,24385.0,31.0
2606309,PE,7206.0,5631,,,1274.0,,553.0,32403.0,20.0
2606408,PE,91887.0,53961,,,,,1897.0,15383.0,75.0
2606507,PE,17605.0,13524,,,182.0,,1832.0,28285.0,69.0
2606606,PE,28760.0,18687,,,33.0,,1741.0,40402.0,100.0
2606705,PE,7344.0,4476,,,319.0,,1029.0,9675.0,
2606804,PE,122312.0,79683,,89930.0,,,559.0,28671.0,9.0
2606903,PE,11366.0,6738,,92.0,3321.0,,1598.0,42481.0,35.0
2607000,PE,27488.0,18561,,,323.0,,2023.0,43366.0,25.0
2607109,PE,4959.0,3147,,12.0,867.0,,626.0,13143.0,5.0
2607208,PE,105638.0,85008,,333500.0,,,1489.0,36176.0,63.0
2607307,PE,30603.0,25461,151.0,,17004.0,,1941.0,23881.0,66.0
2607406,PE,4490.0,5460,,,113.0,,297.0,20118.0,7.0
2607505,PE,33691.0,19602,,,161.0,,4232.0,66274.0,65.0
2607604,PE,25529.0,14895,,,,,95.0,448.0,
2607653,PE,36626.0,23172,,163446.0,15.0,,745.0,19005.0,67.0
2607703,PE,14232.0,8718,,345.0,2388.0,,1468.0,24794.0,17.0
2607752,PE,29463.0,17721,,9994.0,,,101.0,46.0,
2607802,PE,17109.0,11220,,59867.0,,,746.0,6049.0,
2607901,PE,683285.0,375783,,34185.0,,,605.0,3972.0,18.0
2607950,PE,10483.0,8145,,5971.0,,,516.0,2837.0,
2608008,PE,16323.0,12864,,,138.0,,1094.0,28597.0,
2608057,PE,14463.0,12849,,16.0,80.0,,853.0,13468.0,18.0
2608107,PE,28903.0,18027,,21.0,1415.0,,2749.0,8669.0,7.0
2608206,PE,13506.0,8295,,26151.0,,,404.0,3310.0,
2608255,PE,11975.0,9282,,,280.0,,1780.0,8407.0,41.0
2608305,PE,15943.0,13506,,,1014.0,,1476.0,6782.0,24.0
2608404,PE,14027.0,10797,,,222.0,,1425.0,7210.0,8.0
2608453,PE,18708.0,11214,,6419.0,,,659.0,5858.0,
2608503,PE,19915.0,15465,,23413.0,,,709.0,3853.0,16.0
2608602,PE,12364.0,8907,,,633.0,,1609.0,11655.0,11.0
2608701,PE,14386.0,9420,,1607.0,540.0,,2262.0,14624.0,
2608750,PE,24952.0,21102,,,519.0,,1412.0,57091.0,
2608800,PE,41786.0,34734,,,408.0,,1531.0,8542.0,32.0
2608909,PE,59125.0,43431,,5057.0,1378.0,,1721.0,16235.0,54.0
2609006,PE,24624.0,17604,,17906.0,,,848.0,8223.0,14.0
2609105,PE,11471.0,8385,,650.0,184.0,,575.0,4750.0,
2609154,PE,26773.0,13389,,,416.0,,2877.0,21649.0,
2609204,PE,9432.0,6801,,9810.0,,,355.0,8387.0,
2609303,PE,14599.0,11760,,,155.0,,988.0,23184.0,12.0
2609402,PE,57647.0,33582,,94583.0,,,795.0,8512.0,65.0
2609501,PE,32153.0,22503,,35804.0,,,389.0,10323.0,
2609600,PE,365402.0,217494,,,,,84.0,175.0,
2609709,PE,22438.0,16146,,,1425.0,,2229.0,7860.0,
2609808,PE,14100.0,11775,,,64.0,,1535.0,13100.0,35.0
2609907,PE,68329.0,43044,,,19900.0,,5143.0,87395.0,107.0
2610004,PE,56615.0,47691,,50670.0,,,540.0,18492.0,17.0
2610103,PE,7154.0,4584,,,42.0,,737.0,10725.0,
2610202,PE,23449.0,20700,,2400.0,2220.0,,2440.0,20342.0,
2610301,PE,12712.0,9003,,,236.0,,2031.0,13014.0,8.0
2610400,PE,19028.0,13389,,,107.0,,1917.0,107283.0,21.0
2610509,PE,29719.0,18339,,,2214.0,,2273.0,15182.0,42.0
2610608,PE,59638.0,40005,,52430.0,,,898.0,14841.0,47.0
2610707,PE,362960.0,191991,,,,,165.0,704.0,5.0
2610806,PE,23605.0,13812,,,840.0,,1834.0,50541.0,61.0
2610905,PE,65408.0,52002,,,837.0,,2600.0,32927.0,50.0
2611002,PE,35991.0,26835,,,149.0,,1579.0,21774.0,118.0
2611101,PE,414083.0,320613,,1014.0,3385.0,,7018.0,159953.0,1235.0
2611200,PE,10805.0,7473,,,307.0,,895.0,8761.0,
2611309,PE,26847.0,17631,,4640.0,,,2108.0,13892.0,
2611408,PE,14351.0,7155,,118095.0,,,617.0,7538.0,
2611507,PE,17974.0,12732,,4390.0,,,1670.0,16111.0,7.0
2611533,PE,6755.0,9141,,144.0,5480.0,,1356.0,12215.0,
2611606,PE,1587707.0,1003872,,,,,242.0,837.0,22.0
2611705,PE,21411.0,15684,,,656.0,,1419.0,14767.0,
2611804,PE,34255.0,24120,,101129.0,,,312.0,19956.0,
2611903,PE,20460.0,17901,,81467.0,,,881.0,19703.0,147.0
2612000,PE,11218.0,6786,,,347.0,,1235.0,8386.0,28.0
2612109,PE,5620.0,3708,,,885.0,,770.0,2804.0,3.0
2612208,PE,65635.0,50646,,,330.0,,1988.0,51624.0,21.0
2612307,PE,14173.0,10665,,,11600.0,,1469.0,15681.0,12.0
2612406,PE,18933.0,14580,,,64.0,,873.0,13573.0,42.0
2612455,PE,14320.0,10650,1277.0,,2332.0,,1937.0,68374.0,31.0
2612471,PE,11933.0,8520,,2692.0,1157.0,,1127.0,5725.0,
2612505,PE,104277.0,77364,,,94.0,,435.0,17546.0,
2612554,PE,12402.0,8238,,,8000.0,,2030.0,51582.0,16.0
2612604,PE,42682.0,34698,,110.0,1746.0,,4359.0,80323.0,62.0
2612703,PE,14533.0,8697,,,1231.0,,1740.0,3639.0,
2612802,PE,10513.0,7401,13.0,79.0,1618.0,,813.0,8451.0,7.0
2612901,PE,13479.0,7023,,2975.0,,,557.0,9798.0,8.0
2613008,PE,51264.0,32820,,,525.0,,4101.0,34210.0,98.0
2613107,PE,39117.0,25371,,,129.0,,1684.0,12531.0,23.0
2613206,PE,24772.0,15558,,,350.0,,2749.0,15307.0,39.0
2613305,PE,20440.0,13167,,,110.0,,1141.0,6107.0,
2613404,PE,19468.0,16572,,,,,326.0,4143.0,
2613503,PE,36752.0,24618,,,3520.0,,2975.0,68341.0,59.0
2613602,PE,32491.0,21423,,218.0,4020.0,,2765.0,41226.0,42.0
2613701,PE,117759.0,74619,,63798.0,,,727.0,13533.0,
2613800,PE,17176.0,11493,,5699.0,,,478.0,5914.0,
2613909,PE,98143.0,64740,99.0,,4241.0,,4229.0,171938.0,90.0
2614006,PE,18759.0,12576,,,705.0,,2223.0,81814.0,48.0
2614105,PE,34269.0,22332,,,2376.0,,3589.0,146121.0,46.0
2614204,PE,39233.0,27957,,265060.0,,,718.0,35143.0,
2614303,PE,10849.0,8391,,,591.0,,779.0,25750.0,10.0
2614402,PE,5403.0,4596,,209.0,1360.0,,807.0,6234.0,
2614501,PE,67515.0,41838,,,3166.0,,2442.0,10734.0,
2614600,PE,29093.0,19488,,125.0,5148.0,,1741.0,19956.0,22.0
2614709,PE,14277.0,9012,,,197.0,,571.0,4781.0,
2614808,PE,24803.0,18576,,40.0,1833.0,,3061.0,25037.0,24.0
2614857,PE,24534.0,19839,,24536.0,,,571.0,5858.0,
2615003,PE,25497.0,17025,,,950.0,,1584.0,29574.0,
2615102,PE,6857.0,5154,,,6300.0,,850.0,8776.0,10.0
2615201,PE,9221.0,6138,,,37.0,,457.0,13717.0,
2615300,PE,47575.0,36912,,47625.0,,,706.0,13626.0,24.0
2615409,PE,43636.0,34017,,,,,33.0,512.0,
2615508,PE,14393.0,8706,,34687.0,,,242.0,9830.0,24.0
2615607,PE,32086.0,24984,,,3715.0,,1196.0,8561.0,
2615706,PE,15142.0,10917,,1500.0,671.0,,1687.0,9973.0,5.0
2615805,PE,27009.0,16008,,,514.0,,2635.0,33960.0,
2615904,PE,8252.0,6018,,52.0,1941.0,,373.0,11120.0,
2616001,PE,17609.0,11808,,,184.0,,1134.0,20797.0,
2616100,PE,9474.0,6210,23.0,,27.0,,1243.0,20805.0,220.0
2616183,PE,7782.0,5568,,,464.0,,610.0,3039.0,
2616209,PE,22955.0,12576,,,821.0,,790.0,12201.0,
2616308,PE,27297.0,18204,,84933.0,,,768.0,16908.0,30.0
2616407,PE,143799.0,96336,,70850.0,97.0,,1834.0,20961.0,
2616506,PE,11791.0,10278,,44441.0,,,119.0,3512.0,13.0
2700102,AL,19550.0,18177,30.0,112.0,560.0,,2122.0,19445.0,20.0
2700201,AL,14193.0,12156,,4120.0,3901.0,10920.0,270.0,9686.0,17.0
2700300,AL,243661.0,177531,,4570.0,900.0,,2930.0,13195.0,68.0
2700409,AL,38530.0,34467,,122673.0,,1983.0,440.0,26192.0,78.0
2700508,AL,16735.0,14073,,20411.0,,,15.0,19471.0,38.0
2700607,AL,8118.0,7791,,29690.0,,,15.0,1612.0,
2700706,AL,17103.0,18390,,,6129.0,,735.0,21178.0,71.0
2700805,AL,4820.0,5787,,21.0,110.0,,232.0,2886.0,26.0
2700904,AL,5898.0,6462,,,1870.0,,498.0,10347.0,11.0
2701001,AL,21517.0,21024,,65034.0,478.0,671.0,210.0,18378.0,36.0
2701100,AL,9786.0,12699,,7987.0,822.0,,543.0,7410.0,
2701209,AL,10701.0,12243,,,882.0,,774.0,18557.0,48.0
2701308,AL,16605.0,15489,,1038.0,253.0,,163.0,10305.0,23.0
2701357,AL,6807.0,6315,,10631.0,,,124.0,3105.0,
2701407,AL,32714.0,36936,,61447.0,457.0,5519.0,337.0,21230.0,67.0
2701506,AL,8293.0,9009,,,256.0,,1302.0,12283.0,
2701605,AL,15743.0,21180,,,846.0,,1692.0,38247.0,41.0
2701704,AL,15068.0,13965,,19377.0,406.0,,252.0,16186.0,24.0
2701803,AL,9200.0,8979,,,348.0,,616.0,6306.0,13.0
2701902,AL,6010.0,5349,,,364.0,,420.0,22340.0,14.0
2702009,AL,11036.0,9102,,,1519.0,,1712.0,5408.0,9.0
2702108,AL,15949.0,17316,,37602.0,45.0,,354.0,14625.0,24.0
2702207,AL,5700.0,4434,,391.0,,,41.0,658.0,
2702306,AL,51788.0,52290,,521366.0,750.0,,700.0,52349.0,227.0
2702355,AL,26115.0,29226,,,8573.0,,2932.0,15316.0,51.0
2702405,AL,52809.0,39135,,,152.0,,973.0,23194.0,
2702504,AL,9906.0,12345,,,121.0,,1156.0,8875.0,9.0
2702553,AL,15701.0,11961,,,272.0,,2676.0,15691.0,27.0
2702603,AL,23191.0,20061,,2593.0,397.0,,3275.0,11260.0,27.0
2702702,AL,4038.0,3888,,37040.0,51.0,,263.0,7074.0,41.0
2702801,AL,9767.0,7620,,30379.0,89.0,,558.0,23043.0,34.0
2702900,AL,37335.0,49284,,,2921.0,,4141.0,27773.0,68.0
2703007,AL,13992.0,12648,,14155.0,166.0,,419.0,11739.0,8.0
2703106,AL,24452.0,17736,,,8038.0,,2946.0,19613.0,70.0
2703205,AL,22125.0,19389,,47999.0,521.0,,1414.0,28389.0,78.0
2703304,AL,15417.0,18978,,,239.0,,1745.0,25968.0,34.0
2703403,AL,5182.0,6477,,,570.0,,538.0,14183.0,50.0
2703502,AL,5432.0,5553,,26179.0,,,444.0,16011.0,23.0
2703601,AL,9443.0,8454,,1101.0,,,158.0,4856.0,
2703700,AL,5075.0,4716,,,1099.0,,401.0,7294.0,27.0
2703759,AL,9625.0,6822,,83762.0,149.0,4159.0,224.0,16988.0,34.0
2703809,AL,17386.0,15297,,10831.0,431.0,,751.0,12715.0,
2703908,AL,4176.0,5472,,26329.0,,,215.0,4008.0,
2704005,AL,24381.0,18852,,70664.0,931.0,2276.0,1563.0,17329.0,56.0
2704104,AL,18831.0,22701,,,429.0,,1583.0,5437.0,28.0
2704203,AL,25197.0,24837,,6408.0,10094.0,,1985.0,13802.0,59.0
2704302,AL,994464.0,586743,,43163.0,,,44.0,18050.0,35.0
2704401,AL,17834.0,15987,,,9721.0,,1985.0,27145.0,96.0
2704500,AL,33232.0,27057,,9314.0,,,1180.0,15144.0,
2704609,AL,9715.0,11259,,,200.0,,982.0,17731.0,18.0
2704708,AL,62341.0,46269,,130202.0,,699.0,101.0,14265.0,52.0
2704807,AL,13968.0,9297,,354.0,19.0,,290.0,8621.0,
2704906,AL,3212.0,2502,,,35.0,,341.0,8756.0,4.0
2705002,AL,22147.0,20820,44.0,112.0,413.0,,3260.0,34299.0,18.0
2705101,AL,24330.0,20256,,68290.0,,,312.0,15498.0,43.0
2705200,AL,15707.0,14547,,31893.0,,,258.0,13398.0,
2705309,AL,4938.0,4728,,,395.0,,793.0,12955.0,40.0
2705408,AL,7341.0,8622,,,129.0,,316.0,4760.0,6.0
2705507,AL,25933.0,28974,,51208.0,920.0,,594.0,28912.0,40.0
2705606,AL,10298.0,13428,,28314.0,41.0,,281.0,9009.0,
2705705,AL,21132.0,19530,,,334.0,,1440.0,9766.0,22.0
2705804,AL,8522.0,7407,,,467.0,,722.0,11604.0,
2705903,AL,4384.0,6207,,,1758.0,,898.0,12986.0,19.0
2706000,AL,11048.0,11388,,,539.0,,1593.0,10681.0,16.0
2706109,AL,11699.0,11796,,,175.0,,835.0,11938.0,
2706208,AL,4410.0,4290,,,15.0,,120.0,1927.0,9.0
2706307,AL,73596.0,62388,,,3333.0,,3492.0,22284.0,78.0
