municipality_code,administrative_dependency,rural_high_school_enrollments
2607109,federal,0
2607208,federal,0
2607307,federal,0
2607406,federal,0
2607505,federal,0
2607653,federal,0
2607703,federal,0
2607752,federal,0
2607802,federal,0
2607901,federal,0
2607950,federal,0
2608008,federal,0
2608057,federal,0
2608107,federal,0
2608206,federal,0
2608255,federal,0
2608305,federal,0
2608404,federal,0
2608503,federal,0
2608453,federal,0
2608602,federal,0
2608701,federal,0
2608750,federal,0
2608800,federal,0
2608909,federal,0
2609006,federal,0
2609105,federal,0
2609154,federal,0
2609204,federal,0
2609303,federal,0
2614303,federal,0
2609402,federal,0
2609501,federal,0
2609600,federal,0
2609709,federal,0
2609808,federal,0
2609907,federal,0
2610004,federal,154
2610103,federal,0
2610202,federal,0
2610301,federal,0
2610400,federal,0
2610509,federal,0
2610608,federal,0
2610707,federal,0
2610806,federal,0
2610905,federal,0
2611002,federal,0
2611101,federal,353
2611200,federal,0
2611309,federal,0
2611408,federal,0
2611507,federal,0
2611533,federal,0
2611606,federal,0
2611705,federal,0
2611804,federal,0
2611903,federal,0
2612000,federal,0
2612109,federal,0
2612208,federal,287
2612307,federal,0
2612406,federal,0
2612455,federal,0
2612471,federal,0
2612505,federal,0
2612554,federal,0
2612604,federal,183
2612703,federal,0
2612802,federal,0
2612901,federal,0
2613008,federal,0
2613107,federal,0
2613206,federal,0
2613305,federal,0
2613404,federal,0
2613503,federal,0
2613602,federal,0
2613701,federal,0
2613800,federal,0
2613909,federal,0
2614006,federal,0
2614105,federal,0
2614204,federal,0
2614402,federal,0
2614501,federal,0
2614600,federal,0
2614709,federal,0
2614808,federal,0
2614857,federal,0
2615003,federal,0
2615102,federal,0
2615201,federal,0
2615300,federal,0
2615409,federal,0
2615508,federal,0
2615607,federal,0
2615706,federal,0
2615805,federal,0
2615904,federal,0
2616001,federal,0
2616100,federal,0
2616183,federal,0
2616209,federal,0
2616308,federal,0
2616407,federal,636
2616506,federal,0
2700102,federal,0
2700201,federal,0
2700300,federal,0
2700409,federal,0
2700508,federal,0
2700607,federal,0
2700706,federal,0
2700805,federal,0
2700904,federal,0
2701001,federal,0
2701100,federal,0
2701209,federal,0
2701308,federal,0
2701357,federal,0
2701407,federal,0
2701506,federal,0
2701605,federal,0
2701704,federal,0
2701803,federal,0
2701902,federal,0
2702009,federal,0
2702108,federal,0
2702207,federal,0
2702306,federal,0
2702355,federal,0
2702405,federal,0
2702504,federal,0
2702553,federal,0
2702603,federal,0
2702702,federal,0
2702801,federal,0
2702900,federal,0
2703007,federal,0
2703106,federal,0
2703205,federal,0
2703304,federal,0
2703403,federal,0
2703502,federal,0
2703601,federal,0
2703700,federal,0
2703759,federal,0
2703809,federal,0
2703908,federal,0
2704005,federal,0
2704104,federal,0
2704203,federal,0
2704302,federal,0
2704401,federal,0
2704906,federal,0
2704500,federal,0
2704609,federal,0
2704708,federal,0
2704807,federal,0
2705002,federal,0
2705101,federal,0
2705200,federal,0
2705309,federal,0
2705408,federal,0
2705507,federal,0
2705606,federal,0
2705705,federal,0
2705804,federal,0
2705903,federal,0
2706000,federal,0
2706109,federal,0
2706208,federal,0
2706307,federal,0
2706406,federal,0
2706422,federal,0
2706448,federal,0
2706505,federal,0
2706604,federal,0
2706703,federal,0
2706802,federal,0
2706901,federal,0
2707008,federal,0
2707107,federal,0
2707206,federal,0
2707305,federal,0
2707404,federal,0
2707503,federal,0
2707602,federal,0
2707701,federal,0
2707800,federal,0
2707909,federal,0
2708006,federal,0
2708105,federal,0
2708204,federal,0
2708303,federal,0
2708402,federal,0
2708501,federal,0
2708600,federal,0
2708709,federal,0
2708808,federal,0
2708907,federal,0
2708956,federal,0
2709004,federal,0
2709103,federal,0
2709152,federal,0
2709202,federal,0
2709301,federal,0
2709400,federal,0
2800100,federal,0
2800209,federal,0
2800308,federal,0
2800407,federal,0
2800506,federal,0
2800605,federal,0
2800670,federal,0
2800704,federal,0
2801009,federal,0
2801108,federal,0
2801207,federal,0
2801306,federal,0
2801405,federal,0
2801504,federal,0
2801603,federal,0
2801702,federal,0
2801900,federal,0
2802007,federal,0
2802106,federal,0
2802205,federal,0
2802304,federal,0
2802403,federal,0
2802502,federal,0
2802601,federal,0
2802700,federal,0
2802809,federal,0
2802908,federal,0
2803005,federal,0
2803104,federal,0
2803203,federal,0
2803302,federal,0
2803401,federal,0
2803500,federal,427
2803609,federal,0
2803708,federal,0
2803807,federal,0
2803906,federal,0
2804003,federal,0
2804102,federal,0
2804201,federal,0
2804300,federal,0
2804409,federal,0
2804458,federal,0
2804508,federal,48
2804607,federal,0
2804706,federal,0
2804805,federal,0
2804904,federal,0
2805000,federal,0
2805109,federal,0
2805208,federal,0
2805307,federal,0
2805406,federal,0
2805505,federal,0
2805604,federal,0
2805703,federal,0
2805802,federal,0
2805901,federal,0
2806008,federal,0
2806107,federal,0
2806206,federal,0
2806305,federal,0
2806503,federal,0
2806404,federal,0
2806602,federal,0
2806701,federal,359
2806800,federal,0
2806909,federal,0
2807006,federal,0
2807105,federal,0
2807204,federal,0
2807303,federal,0
2807402,federal,0
2807501,federal,0
2807600,federal,0
2900108,federal,0
2900207,federal,0
2900306,federal,0
2900355,federal,0
2900405,federal,0
2900603,federal,0
2900702,federal,0
2900801,federal,0
2900900,federal,0
2901007,federal,0
2901106,federal,0
2901155,federal,0
2901205,federal,0
2901304,federal,0
2901353,federal,0
2901403,federal,0
2901502,federal,0
2901601,federal,0
2901700,federal,0
2901809,federal,0
2901908,federal,0
2901957,federal,0
2902054,federal,0
2902005,federal,0
2902104,federal,0
2902203,federal,0
2902252,federal,0
2902302,federal,0
2902401,federal,0
2902500,federal,0
2902609,federal,0
2902658,federal,0
2902708,federal,0
2902807,federal,0
2902906,federal,0
2903003,federal,0
2903102,federal,0
2903201,federal,0
2903235,federal,0
2903300,federal,0
2903276,federal,0
2903409,federal,0
2903508,federal,0
2903607,federal,0
2903706,federal,0
2903805,federal,0
2903904,federal,0
2903953,federal,0
2904001,federal,0
2904050,federal,0
2904100,federal,0
2904209,federal,0
2904308,federal,0
2904407,federal,0
2904506,federal,0
2904605,federal,0
2904704,federal,0
2904753,federal,0
2904803,federal,0
2904852,federal,0
2904902,federal,0
2905008,federal,0
2905107,federal,0
2905156,federal,0
2905206,federal,0
2905305,federal,0
2905404,federal,0
2905503,federal,0
2905602,federal,0
2905701,federal,0
2905800,federal,0
2905909,federal,0
2906006,federal,0
2906105,federal,0
2906204,federal,0
2906303,federal,0
2906402,federal,0
2906501,federal,0
2906600,federal,0
2906709,federal,0
2906808,federal,0
2906824,federal,0
2906857,federal,0
2906873,federal,0
2906899,federal,0
2906907,federal,0
2907004,federal,0
2907103,federal,0
2907202,federal,0
2907301,federal,0
2907400,federal,0
2907509,federal,0
2907558,federal,0
2907608,federal,0
2907707,federal,0
2907806,federal,0
2907905,federal,0
2908002,federal,0
2908101,federal,0
2908200,federal,0
2908309,federal,0
2908408,federal,0
2908507,federal,0
2908606,federal,0
2908705,federal,0
2908804,federal,0
2908903,federal,0
2909000,federal,0
2909109,federal,0
2909208,federal,0
2909307,federal,0
2909406,federal,0
2909505,federal,0
2909604,federal,0
2909703,federal,0
2909802,federal,0
2909901,federal,0
2910008,federal,0
2910057,federal,0
2910107,federal,0
2910206,federal,0
2910305,federal,0
2910404,federal,0
2910503,federal,0
2900504,federal,0
2910602,federal,0
2910701,federal,0
2910727,federal,0
2910750,federal,0
2910776,federal,0
2910800,federal,0
2910859,federal,0
2910909,federal,0
2911006,federal,0
2911105,federal,0
2911204,federal,0
2911253,federal,0
2911303,federal,0
2911402,federal,0
2911501,federal,0
2911600,federal,0
2911659,federal,0
2911709,federal,505
2911808,federal,0
2911857,federal,0
2911907,federal,0
2912004,federal,0
2912103,federal,0
2912202,federal,0
2912301,federal,0
2912400,federal,0
2912509,federal,0
2912608,federal,0
2912707,federal,0
2912806,federal,0
2912905,federal,0
2913002,federal,0
2913101,federal,0
2913200,federal,0
2913309,federal,0
2913408,federal,0
2913457,federal,0
2913507,federal,0
2913606,federal,0
2913705,federal,0
2913804,federal,0
2913903,federal,0
2914000,federal,0
2914109,federal,0
2914208,federal,0
2914307,federal,0
2914406,federal,0
2914505,federal,0
2914604,federal,0
2914653,federal,0
2914703,federal,0
2914802,federal,0
2914901,federal,0
2915007,federal,0
2915106,federal,0
2915205,federal,0
2915304,federal,0
2915353,federal,0
2915403,federal,0
2915502,federal,0
2915601,federal,0
2915700,federal,0
2915809,federal,0
2915908,federal,0
2916005,federal,0
2916104,federal,0
2916203,federal,0
2916302,federal,0
2916401,federal,0
2916500,federal,0
2916609,federal,0
2916708,federal,0
2916807,federal,0
2916856,federal,0
2916906,federal,0
2917003,federal,0
2917102,federal,0
2917201,federal,0
2917300,federal,0
2917334,federal,0
2917359,federal,0
2917409,federal,0
2917508,federal,0
2917607,federal,0
2917706,federal,0
2917805,federal,0
2917904,federal,0
2918001,federal,0
2918100,federal,0
2918209,federal,0
2918308,federal,0
2918357,federal,0
2918407,federal,0
2918456,federal,0
2918506,federal,0
2918555,federal,0
2918605,federal,0
2918704,federal,0
2918753,federal,0
2918803,federal,0
2918902,federal,0
2919009,federal,0
2919058,federal,0
2919108,federal,0
2919157,federal,0
2919207,federal,0
2919306,federal,0
2919405,federal,0
2919504,federal,0
2919553,federal,0
2919603,federal,0
2919702,federal,0
2919801,federal,0
2919900,federal,0
2919926,federal,0
2919959,federal,0
2920007,federal,0
2920106,federal,0
2920205,federal,0
2920304,federal,0
2920403,federal,0
2920452,federal,0
2920502,federal,0
2920601,federal,0
2920700,federal,0
2920809,federal,0
2920908,federal,0
2921005,federal,0
2921054,federal,0
2921104,federal,0
2921203,federal,0
2921302,federal,0
2921401,federal,0
2921450,federal,0
2921500,federal,0
2921609,federal,0
2921708,federal,0
2921807,federal,0
2921906,federal,0
2922003,federal,0
2922052,federal,0
2922102,federal,0
2922201,federal,0
2922250,federal,0
2922300,federal,0
2922409,federal,0
2922508,federal,0
2922607,federal,0
2922656,federal,0
2922706,federal,0
2922730,federal,0
2922755,federal,0
2922805,federal,0
2922854,federal,0
2922904,federal,0
2923001,federal,0
2923035,federal,0
2923050,federal,0
2923100,federal,0
2923209,federal,0
2923308,federal,0
2923357,federal,0
2923407,federal,0
2923506,federal,0
2923605,federal,0
2923704,federal,0
2923803,federal,0
2923902,federal,0
2924009,federal,0
2924058,federal,0
2924108,federal,0
2924207,federal,0
2924306,federal,0
2924405,federal,0
2924504,federal,0
2924603,federal,0
2924652,federal,0
2924678,federal,0
2924702,federal,0
2924801,federal,0
2924900,federal,0
2925006,federal,0
2925105,federal,0
2925204,federal,0
2925253,federal,0
2925303,federal,0
2925402,federal,0
2925501,federal,0
2925600,federal,0
2925709,federal,0
2925758,federal,0
2925808,federal,0
2925907,federal,0
2925931,federal,0
2925956,federal,0
2926004,federal,0
2926103,federal,0
2926202,federal,0
2926301,federal,0
2926400,federal,0
2926509,federal,0
2926608,federal,0
2926657,federal,0
2926707,federal,0
2926806,federal,0
2926905,federal,0
2927002,federal,0
2927101,federal,0
2927200,federal,0
2927309,federal,0
2927408,federal,0
2927507,federal,0
2927606,federal,0
2927705,federal,0
2927804,federal,0
2927903,federal,508
2928059,federal,0
2928109,federal,0
2928406,federal,0
2928505,federal,0
2928000,federal,0
2928208,federal,0
2928307,federal,0
2928604,federal,0
2928703,federal,0
2928802,federal,0
2928901,federal,0
2928950,federal,0
2929107,federal,0
2929008,federal,0
2929057,federal,0
2929206,federal,0
2929255,federal,0
2929305,federal,0
2929354,federal,0
2929370,federal,0
2929404,federal,0
2929503,federal,0
2929602,federal,0
2929701,federal,0
2929750,federal,0
2929800,federal,0
2929909,federal,0
2930006,federal,0
2930105,federal,436
2930204,federal,0
2930154,federal,0
2930303,federal,0
2930402,federal,0
2930501,federal,0
2930600,federal,0
2930709,federal,0
2930758,federal,0
2930766,federal,0
2930774,federal,0
2930808,federal,0
2930907,federal,0
2931004,federal,0
2931053,federal,0
2931103,federal,0
2931202,federal,0
2931301,federal,0
2931350,federal,273
2931400,federal,0
2931509,federal,0
2931608,federal,0
2931707,federal,0
2931806,federal,0
2931905,federal,0
2932002,federal,0
2932101,federal,0
2932200,federal,0
2932309,federal,0
2932408,federal,0
2932457,federal,0
2932507,federal,0
2932606,federal,0
2932705,federal,0
2932804,federal,0
2932903,federal,0
2933000,federal,0
2933059,federal,0
2933109,federal,0
2933158,federal,0
2933174,federal,0
2933208,federal,0
2933257,federal,0
2933307,federal,0
2933406,federal,0
2933455,federal,0
2933505,federal,0
2933604,federal,257
3100104,federal,0
3100203,federal,0
3100302,federal,0
3100401,federal,0
3100500,federal,0
3100609,federal,0
3100708,federal,0
3100807,federal,0
3100906,federal,0
3101003,federal,0
3101102,federal,0
3101201,federal,0
3101300,federal,0
3101409,federal,0
3101508,federal,0
3101607,federal,0
3101631,federal,0
3101706,federal,417
3101805,federal,0
3101904,federal,0
3102001,federal,0
3102050,federal,0
3153509,federal,0
3102100,federal,0
3102209,federal,0
3102308,federal,0
3102407,federal,0
3102506,federal,0
3102605,federal,0
3102803,federal,0
3102852,federal,0
3102902,federal,0
3103009,federal,0
3103108,federal,0
3103207,federal,0
3103306,federal,0
3103405,federal,400
3103504,federal,0
3103603,federal,0
3103702,federal,0
3103751,federal,0
3103801,federal,0
3103900,federal,0
3104007,federal,0
3104106,federal,0
3104205,federal,0
3104304,federal,0
3104403,federal,0
3104452,federal,0
3104502,federal,0
3104601,federal,0
3104700,federal,0
3104809,federal,0
3104908,federal,0
3105004,federal,0
3105103,federal,581
3105202,federal,0
3105301,federal,0
3105400,federal,0
3105509,federal,0
3105608,federal,0
3105707,federal,0
3105905,federal,0
3106002,federal,0
3106101,federal,0
3106200,federal,0
3106309,federal,0
3106408,federal,0
3106507,federal,0
3106655,federal,0
3106606,federal,0
3106705,federal,0
3106804,federal,0
3106903,federal,0
3107000,federal,0
3107109,federal,0
3107208,federal,0
3107307,federal,0
3107406,federal,0
3107505,federal,0
3107604,federal,0
3107703,federal,0
3107802,federal,0
3107901,federal,0
3108008,federal,0
3108107,federal,0
3108206,federal,0
3108255,federal,0
3108305,federal,0
3108404,federal,0
3108503,federal,0
3108701,federal,0
3108552,federal,0
3108602,federal,0
3108800,federal,0
3108909,federal,0
3109006,federal,0
3109105,federal,0
3109204,federal,0
3109253,federal,0
3109303,federal,0
3109402,federal,0
3109451,federal,0
3109501,federal,0
3109600,federal,0
3109709,federal,0
3102704,federal,0
3109808,federal,0
3109907,federal,0
3110004,federal,0
3110103,federal,0
3110202,federal,0
3110301,federal,0
3110400,federal,0
3110509,federal,0
3110608,federal,0
3110707,federal,0
3110806,federal,0
3110905,federal,0
3111002,federal,0
3111101,federal,97
3111150,federal,0
3111200,federal,0
3111309,federal,0
3111408,federal,0
3111507,federal,0
3111606,federal,0
3111903,federal,0
3111705,federal,0
3111804,federal,0
3112000,federal,0
3112059,federal,0
3112109,federal,0
3112208,federal,0
3112307,federal,0
3112406,federal,0
3112505,federal,0
3112604,federal,0
3112653,federal,0
3112703,federal,0
3112802,federal,0
3112901,federal,0
3113008,federal,0
3113107,federal,0
3113206,federal,0
3113305,federal,0
3113404,federal,0
3113503,federal,0
3113602,federal,0
3113701,federal,0
3113800,federal,0
3113909,federal,0
3114006,federal,0
3114105,federal,0
3114204,federal,0
3114303,federal,0
3114402,federal,0
3114501,federal,0
3114550,federal,0
3114600,federal,0
3114709,federal,0
3114808,federal,0
3114907,federal,0
3115003,federal,0
3115102,federal,0
3115300,federal,0
3115359,federal,0
3115409,federal,0
3115458,federal,0
3115474,federal,0
3115508,federal,0
3115607,federal,0
3115706,federal,0
3115805,federal,0
3115904,federal,0
3116001,federal,0
3116100,federal,0
3116159,federal,0
3116209,federal,0
3116308,federal,0
3116407,federal,0
3116506,federal,0
3116605,federal,0
3116704,federal,0
3116803,federal,0
3116902,federal,0
3117009,federal,0
3117108,federal,0
3115201,federal,0
3117306,federal,0
3117207,federal,0
3117405,federal,0
3117504,federal,0
3117603,federal,0
3117702,federal,0
3117801,federal,0
3117836,federal,0
3117876,federal,0
3117900,federal,0
3118007,federal,0
3118106,federal,0
3118205,federal,0
3118304,federal,0
3118403,federal,0
3118502,federal,0
3118601,federal,0
3118700,federal,0
3118809,federal,0
3118908,federal,0
3119005,federal,0
3119104,federal,0
3119203,federal,0
3119302,federal,0
3119401,federal,0
3119500,federal,0
3119609,federal,0
3119708,federal,0
3119807,federal,0
3119906,federal,0
3119955,federal,0
3120003,federal,0
3120102,federal,0
3120151,federal,0
3120201,federal,0
3120300,federal,0
3120409,federal,0
3120508,federal,0
3120607,federal,0
3120706,federal,0
3120805,federal,0
3120839,federal,0
3120870,federal,0
3120904,federal,0
3121001,federal,0
3121100,federal,0
3121209,federal,0
3121258,federal,0
3121308,federal,0
3121407,federal,0
3121506,federal,0
3121605,federal,0
3121704,federal,0
3121803,federal,0
3121902,federal,0
3122009,federal,0
3122108,federal,0
3122207,federal,0
