cod_ibge,regiao,uf,municipio,localizacao,dependencia,num_escolas
1713304,Norte ,Tocantins ,Miranorte ,Total,Total Geral,2848
1713601,Norte ,Tocantins ,Monte do Carmo ,Total,Total Geral,1305
1713700,Norte ,Tocantins ,Monte Santo do Tocantins ,Total,Total Geral,413
1713957,Norte ,Tocantins ,Muricilândia ,Total,Total Geral,719
1714203,Norte ,Tocantins ,Natividade ,Total,Total Geral,2201
1714302,Norte ,Tocantins ,Nazaré ,Total,Total Geral,1123
1714880,Norte ,Tocantins ,Nova Olinda ,Total,Total Geral,2958
1715002,Norte ,Tocantins ,Nova Rosalândia ,Total,Total Geral,745
1715101,Norte ,Tocantins ,Novo Acordo ,Total,Total Geral,1121
1715150,Norte ,Tocantins ,Novo Alegre ,Total,Total Geral,365
1715259,Norte ,Tocantins ,Novo Jardim ,Total,Total Geral,545
1715507,Norte ,Tocantins ,Oliveira de Fátima ,Total,Total Geral,368
1721000,Norte ,Tocantins ,Palmas ,Total,Total Geral,76754
1715705,Norte ,Tocantins ,Palmeirante ,Total,Total Geral,1049
1713809,Norte ,Tocantins ,Palmeiras do Tocantins ,Total,Total Geral,1230
1715754,Norte ,Tocantins ,Palmeirópolis ,Total,Total Geral,1805
1716109,Norte ,Tocantins ,Paraíso do Tocantins ,Total,Total Geral,12904
1716208,Norte ,Tocantins ,Paranã ,Total,Total Geral,2422
1716307,Norte ,Tocantins ,Pau D'Arco ,Total,Total Geral,1040
1716505,Norte ,Tocantins ,Pedro Afonso ,Total,Total Geral,3849
1716604,Norte ,Tocantins ,Peixe ,Total,Total Geral,1808
1716653,Norte ,Tocantins ,Pequizeiro ,Total,Total Geral,1144
1717008,Norte ,Tocantins ,Pindorama do Tocantins ,Total,Total Geral,1023
1717206,Norte ,Tocantins ,Piraquê ,Total,Total Geral,557
1717503,Norte ,Tocantins ,Pium ,Total,Total Geral,1462
1717800,Norte ,Tocantins ,Ponte Alta do Bom Jesus ,Total,Total Geral,912
1717909,Norte ,Tocantins ,Ponte Alta do Tocantins ,Total,Total Geral,1840
1718006,Norte ,Tocantins ,Porto Alegre do Tocantins ,Total,Total Geral,747
1718204,Norte ,Tocantins ,Porto Nacional ,Total,Total Geral,16926
1718303,Norte ,Tocantins ,Praia Norte ,Total,Total Geral,2661
1718402,Norte ,Tocantins ,Presidente Kennedy ,Total,Total Geral,589
1718451,Norte ,Tocantins ,Pugmil ,Total,Total Geral,550
1718501,Norte ,Tocantins ,Recursolândia ,Total,Total Geral,1015
1718550,Norte ,Tocantins ,Riachinho ,Total,Total Geral,938
1718659,Norte ,Tocantins ,Rio da Conceição ,Total,Total Geral,531
1718709,Norte ,Tocantins ,Rio dos Bois ,Total,Total Geral,621
1718758,Norte ,Tocantins ,Rio Sono ,Total,Total Geral,1219
1718808,Norte ,Tocantins ,Sampaio ,Total,Total Geral,1267
1718840,Norte ,Tocantins ,Sandolândia ,Total,Total Geral,880
1718865,Norte ,Tocantins ,Santa Fé do Araguaia ,Total,Total Geral,1805
1718881,Norte ,Tocantins ,Santa Maria do Tocantins ,Total,Total Geral,753
1718899,Norte ,Tocantins ,Santa Rita do Tocantins ,Total,Total Geral,509
1718907,Norte ,Tocantins ,Santa Rosa do Tocantins ,Total,Total Geral,1297
1719004,Norte ,Tocantins ,Santa Tereza do Tocantins ,Total,Total Geral,743
1720002,Norte ,Tocantins ,Santa Terezinha do Tocantins ,Total,Total Geral,566
1720101,Norte ,Tocantins ,São Bento do Tocantins ,Total,Total Geral,1634
1720150,Norte ,Tocantins ,São Félix do Tocantins ,Total,Total Geral,509
1720200,Norte ,Tocantins ,São Miguel do Tocantins ,Total,Total Geral,3316
1720259,Norte ,Tocantins ,São Salvador do Tocantins ,Total,Total Geral,907
1720309,Norte ,Tocantins ,São Sebastião do Tocantins ,Total,Total Geral,1147
1720499,Norte ,Tocantins ,São Valério ,Total,Total Geral,1007
1720655,Norte ,Tocantins ,Silvanópolis ,Total,Total Geral,1449
1720804,Norte ,Tocantins ,Sítio Novo do Tocantins ,Total,Total Geral,2902
1720853,Norte ,Tocantins ,Sucupira ,Total,Total Geral,391
1708254,Norte ,Tocantins ,Tabocão ,Total,Total Geral,896
1720903,Norte ,Tocantins ,Taguatinga ,Total,Total Geral,2925
1720937,Norte ,Tocantins ,Taipas do Tocantins ,Total,Total Geral,504
1720978,Norte ,Tocantins ,Talismã ,Total,Total Geral,526
1721109,Norte ,Tocantins ,Tocantínia ,Total,Total Geral,3202
1721208,Norte ,Tocantins ,Tocantinópolis ,Total,Total Geral,6276
1721257,Norte ,Tocantins ,Tupirama ,Total,Total Geral,423
1721307,Norte ,Tocantins ,Tupiratins ,Total,Total Geral,440
1722081,Norte ,Tocantins ,Wanderlândia ,Total,Total Geral,2074
1722107,Norte ,Tocantins ,Xambioá ,Total,Total Geral,2669
2100055,Nordeste ,Maranhão ,Açailândia ,Total,Total Geral,28461
2100105,Nordeste ,Maranhão ,Afonso Cunha ,Total,Total Geral,3518
2100154,Nordeste ,Maranhão ,Água Doce do Maranhão ,Total,Total Geral,3610
2100204,Nordeste ,Maranhão ,Alcântara ,Total,Total Geral,4712
2100303,Nordeste ,Maranhão ,Aldeias Altas ,Total,Total Geral,8880
2100402,Nordeste ,Maranhão ,Altamira do Maranhão ,Total,Total Geral,1461
2100436,Nordeste ,Maranhão ,Alto Alegre do Maranhão ,Total,Total Geral,6212
2100477,Nordeste ,Maranhão ,Alto Alegre do Pindaré ,Total,Total Geral,8302
2100501,Nordeste ,Maranhão ,Alto Parnaíba ,Total,Total Geral,2467
2100550,Nordeste ,Maranhão ,Amapá do Maranhão ,Total,Total Geral,3049
2100600,Nordeste ,Maranhão ,Amarante do Maranhão ,Total,Total Geral,11319
2100709,Nordeste ,Maranhão ,Anajatuba ,Total,Total Geral,5937
2100808,Nordeste ,Maranhão ,Anapurus ,Total,Total Geral,4429
2100832,Nordeste ,Maranhão ,Apicum-Açu ,Total,Total Geral,4725
2100873,Nordeste ,Maranhão ,Araguanã ,Total,Total Geral,3898
2100907,Nordeste ,Maranhão ,Araioses ,Total,Total Geral,9283
2100956,Nordeste ,Maranhão ,Arame ,Total,Total Geral,7793
2101004,Nordeste ,Maranhão ,Arari ,Total,Total Geral,7311
2101103,Nordeste ,Maranhão ,Axixá ,Total,Total Geral,3057
2101202,Nordeste ,Maranhão ,Bacabal ,Total,Total Geral,27365
2101251,Nordeste ,Maranhão ,Bacabeira ,Total,Total Geral,4692
2101301,Nordeste ,Maranhão ,Bacuri ,Total,Total Geral,4704
2101350,Nordeste ,Maranhão ,Bacurituba ,Total,Total Geral,1389
2101400,Nordeste ,Maranhão ,Balsas ,Total,Total Geral,26279
2101509,Nordeste ,Maranhão ,Barão de Grajaú ,Total,Total Geral,4195
2101608,Nordeste ,Maranhão ,Barra do Corda ,Total,Total Geral,25342
2101707,Nordeste ,Maranhão ,Barreirinhas ,Total,Total Geral,19841
2101772,Nordeste ,Maranhão ,Bela Vista do Maranhão ,Total,Total Geral,4783
2101731,Nordeste ,Maranhão ,Belágua ,Total,Total Geral,4165
2101806,Nordeste ,Maranhão ,Benedito Leite ,Total,Total Geral,1051
2101905,Nordeste ,Maranhão ,Bequimão ,Total,Total Geral,3980
2101939,Nordeste ,Maranhão ,Bernardo do Mearim ,Total,Total Geral,1327
2101970,Nordeste ,Maranhão ,Boa Vista do Gurupi ,Total,Total Geral,2882
2102002,Nordeste ,Maranhão ,Bom Jardim ,Total,Total Geral,11187
2102036,Nordeste ,Maranhão ,Bom Jesus das Selvas ,Total,Total Geral,8521
2102077,Nordeste ,Maranhão ,Bom Lugar ,Total,Total Geral,2837
2102101,Nordeste ,Maranhão ,Brejo ,Total,Total Geral,10707
2102150,Nordeste ,Maranhão ,Brejo de Areia ,Total,Total Geral,2314
2102200,Nordeste ,Maranhão ,Buriti ,Total,Total Geral,9444
2102309,Nordeste ,Maranhão ,Buriti Bravo ,Total,Total Geral,6131
2102325,Nordeste ,Maranhão ,Buriticupu ,Total,Total Geral,17886
2102358,Nordeste ,Maranhão ,Buritirana ,Total,Total Geral,3061
2102374,Nordeste ,Maranhão ,Cachoeira Grande ,Total,Total Geral,2971
2102408,Nordeste ,Maranhão ,Cajapió ,Total,Total Geral,2388
2102507,Nordeste ,Maranhão ,Cajari ,Total,Total Geral,4285
2102556,Nordeste ,Maranhão ,Campestre do Maranhão ,Total,Total Geral,3002
2102606,Nordeste ,Maranhão ,Cândido Mendes ,Total,Total Geral,7267
2102705,Nordeste ,Maranhão ,Cantanhede ,Total,Total Geral,6036
2102754,Nordeste ,Maranhão ,Capinzal do Norte ,Total,Total Geral,2808
2102804,Nordeste ,Maranhão ,Carolina ,Total,Total Geral,6178
2102903,Nordeste ,Maranhão ,Carutapera ,Total,Total Geral,7094
2103000,Nordeste ,Maranhão ,Caxias ,Total,Total Geral,40804
2103109,Nordeste ,Maranhão ,Cedral ,Total,Total Geral,2250
2103125,Nordeste ,Maranhão ,Central do Maranhão ,Total,Total Geral,2390
2103158,Nordeste ,Maranhão ,Centro do Guilherme ,Total,Total Geral,5782
2103174,Nordeste ,Maranhão ,Centro Novo do Maranhão ,Total,Total Geral,7345
2103208,Nordeste ,Maranhão ,Chapadinha ,Total,Total Geral,23090
2103257,Nordeste ,Maranhão ,Cidelândia ,Total,Total Geral,3400
2103307,Nordeste ,Maranhão ,Codó ,Total,Total Geral,31161
2103406,Nordeste ,Maranhão ,Coelho Neto ,Total,Total Geral,14726
2103505,Nordeste ,Maranhão ,Colinas ,Total,Total Geral,11063
2103554,Nordeste ,Maranhão ,Conceição do Lago-Açu ,Total,Total Geral,5597
2103604,Nordeste ,Maranhão ,Coroatá ,Total,Total Geral,16394
2103703,Nordeste ,Maranhão ,Cururupu ,Total,Total Geral,7691
2103752,Nordeste ,Maranhão ,Davinópolis ,Total,Total Geral,3536
2103802,Nordeste ,Maranhão ,Dom Pedro ,Total,Total Geral,5670
2103901,Nordeste ,Maranhão ,Duque Bacelar ,Total,Total Geral,3651
2104008,Nordeste ,Maranhão ,Esperantinópolis ,Total,Total Geral,4498
2104057,Nordeste ,Maranhão ,Estreito ,Total,Total Geral,8199
2104073,Nordeste ,Maranhão ,Feira Nova do Maranhão ,Total,Total Geral,1943
2104081,Nordeste ,Maranhão ,Fernando Falcão ,Total,Total Geral,3514
2104099,Nordeste ,Maranhão ,Formosa da Serra Negra ,Total,Total Geral,4618
2104107,Nordeste ,Maranhão ,Fortaleza dos Nogueiras ,Total,Total Geral,3700
2104206,Nordeste ,Maranhão ,Fortuna ,Total,Total Geral,4909
2104305,Nordeste ,Maranhão ,Godofredo Viana ,Total,Total Geral,2843
2104404,Nordeste ,Maranhão ,Gonçalves Dias ,Total,Total Geral,3735
2104503,Nordeste ,Maranhão ,Governador Archer ,Total,Total Geral,2490
2104552,Nordeste ,Maranhão ,Governador Edison Lobão ,Total,Total Geral,4938
2104602,Nordeste ,Maranhão ,Governador Eugênio Barros ,Total,Total Geral,3367
2104628,Nordeste ,Maranhão ,Governador Luiz Rocha ,Total,Total Geral,1967
2104651,Nordeste ,Maranhão ,Governador Newton Bello ,Total,Total Geral,2825
2104677,Nordeste ,Maranhão ,Governador Nunes Freire ,Total,Total Geral,7353
2104701,Nordeste ,Maranhão ,Graça Aranha ,Total,Total Geral,1568
2104800,Nordeste ,Maranhão ,Grajaú ,Total,Total Geral,23127
2104909,Nordeste ,Maranhão ,Guimarães ,Total,Total Geral,2266
2105005,Nordeste ,Maranhão ,Humberto de Campos ,Total,Total Geral,8464
2105104,Nordeste ,Maranhão ,Icatu ,Total,Total Geral,6683
2105153,Nordeste ,Maranhão ,Igarapé do Meio ,Total,Total Geral,5469
2105203,Nordeste ,Maranhão ,Igarapé Grande ,Total,Total Geral,2742
2105302,Nordeste ,Maranhão ,Imperatriz ,Total,Total Geral,70881
2105351,Nordeste ,Maranhão ,Itaipava do Grajaú ,Total,Total Geral,4095
2105401,Nordeste ,Maranhão ,Itapecuru Mirim ,Total,Total Geral,18117
2105427,Nordeste ,Maranhão ,Itinga do Maranhão ,Total,Total Geral,5952
2105450,Nordeste ,Maranhão ,Jatobá ,Total,Total Geral,1923
2105476,Nordeste ,Maranhão ,Jenipapo dos Vieiras ,Total,Total Geral,6634
2105500,Nordeste ,Maranhão ,João Lisboa ,Total,Total Geral,6974
2105609,Nordeste ,Maranhão ,Joselândia ,Total,Total Geral,3712
2105658,Nordeste ,Maranhão ,Junco do Maranhão ,Total,Total Geral,1835
2105708,Nordeste ,Maranhão ,Lago da Pedra ,Total,Total Geral,11335
2105807,Nordeste ,Maranhão ,Lago do Junco ,Total,Total Geral,3035
2105948,Nordeste ,Maranhão ,Lago dos Rodrigues ,Total,Total Geral,2453
2105906,Nordeste ,Maranhão ,Lago Verde ,Total,Total Geral,3868
2105922,Nordeste ,Maranhão ,Lagoa do Mato ,Total,Total Geral,2504
2105963,Nordeste ,Maranhão ,Lagoa Grande do Maranhão ,Total,Total Geral,3663
2105989,Nordeste ,Maranhão ,Lajeado Novo ,Total,Total Geral,2158
2106003,Nordeste ,Maranhão ,Lima Campos ,Total,Total Geral,3100
2106102,Nordeste ,Maranhão ,Loreto ,Total,Total Geral,2748
2106201,Nordeste ,Maranhão ,Luís Domingues ,Total,Total Geral,2010
2106300,Nordeste ,Maranhão ,Magalhães de Almeida ,Total,Total Geral,4277
2106326,Nordeste ,Maranhão ,Maracaçumé ,Total,Total Geral,6709
2106359,Nordeste ,Maranhão ,Marajá do Sena ,Total,Total Geral,1983
2106375,Nordeste ,Maranhão ,Maranhãozinho ,Total,Total Geral,5315
2106409,Nordeste ,Maranhão ,Mata Roma ,Total,Total Geral,5283
2106508,Nordeste ,Maranhão ,Matinha ,Total,Total Geral,6332
2106607,Nordeste ,Maranhão ,Matões ,Total,Total Geral,8881
2106631,Nordeste ,Maranhão ,Matões do Norte ,Total,Total Geral,3778
2106672,Nordeste ,Maranhão ,Milagres do Maranhão ,Total,Total Geral,2744
2106706,Nordeste ,Maranhão ,Mirador ,Total,Total Geral,5246
2106755,Nordeste ,Maranhão ,Miranda do Norte ,Total,Total Geral,5123
2106805,Nordeste ,Maranhão ,Mirinzal ,Total,Total Geral,3609
2106904,Nordeste ,Maranhão ,Monção ,Total,Total Geral,8310
2107001,Nordeste ,Maranhão ,Montes Altos ,Total,Total Geral,2298
2107100,Nordeste ,Maranhão ,Morros ,Total,Total Geral,6220
2107209,Nordeste ,Maranhão ,Nina Rodrigues ,Total,Total Geral,4062
2107258,Nordeste ,Maranhão ,Nova Colinas ,Total,Total Geral,1287
2107308,Nordeste ,Maranhão ,Nova Iorque ,Total,Total Geral,1055
2107357,Nordeste ,Maranhão ,Nova Olinda do Maranhão ,Total,Total Geral,5510
2107407,Nordeste ,Maranhão ,Olho d'Água das Cunhãs ,Total,Total Geral,5176
2107456,Nordeste ,Maranhão ,Olinda Nova do Maranhão ,Total,Total Geral,3507
2107506,Nordeste ,Maranhão ,Paço do Lumiar ,Total,Total Geral,30882
2107605,Nordeste ,Maranhão ,Palmeirândia ,Total,Total Geral,4405
2107704,Nordeste ,Maranhão ,Paraibano ,Total,Total Geral,4624
2107803,Nordeste ,Maranhão ,Parnarama ,Total,Total Geral,9032
2107902,Nordeste ,Maranhão ,Passagem Franca ,Total,Total Geral,4788
2108009,Nordeste ,Maranhão ,Pastos Bons ,Total,Total Geral,7107
2108058,Nordeste ,Maranhão ,Paulino Neves ,Total,Total Geral,5767
2108108,Nordeste ,Maranhão ,Paulo Ramos ,Total,Total Geral,6264
2108207,Nordeste ,Maranhão ,Pedreiras ,Total,Total Geral,9316
2108256,Nordeste ,Maranhão ,Pedro do Rosário ,Total,Total Geral,7218
2108306,Nordeste ,Maranhão ,Penalva ,Total,Total Geral,9278
2108405,Nordeste ,Maranhão ,Peri Mirim ,Total,Total Geral,2806
2108454,Nordeste ,Maranhão ,Peritoró ,Total,Total Geral,6998
2108504,Nordeste ,Maranhão ,Pindaré-Mirim ,Total,Total Geral,10882
2108603,Nordeste ,Maranhão ,Pinheiro ,Total,Total Geral,22446
2108702,Nordeste ,Maranhão ,Pio XII ,Total,Total Geral,7460
2108801,Nordeste ,Maranhão ,Pirapemas ,Total,Total Geral,4791
2108900,Nordeste ,Maranhão ,Poção de Pedras ,Total,Total Geral,4570
2109007,Nordeste ,Maranhão ,Porto Franco ,Total,Total Geral,7408
2109056,Nordeste ,Maranhão ,Porto Rico do Maranhão ,Total,Total Geral,1506
2109106,Nordeste ,Maranhão ,Presidente Dutra ,Total,Total Geral,11707
2109205,Nordeste ,Maranhão ,Presidente Juscelino ,Total,Total Geral,2989
2109239,Nordeste ,Maranhão ,Presidente Médici ,Total,Total Geral,1841
2109270,Nordeste ,Maranhão ,Presidente Sarney ,Total,Total Geral,6536
2109304,Nordeste ,Maranhão ,Presidente Vargas ,Total,Total Geral,3951
2109403,Nordeste ,Maranhão ,Primeira Cruz ,Total,Total Geral,4429
2109452,Nordeste ,Maranhão ,Raposa ,Total,Total Geral,8609
2109502,Nordeste ,Maranhão ,Riachão ,Total,Total Geral,5161
2109551,Nordeste ,Maranhão ,Ribamar Fiquene ,Total,Total Geral,1801
2109601,Nordeste ,Maranhão ,Rosário ,Total,Total Geral,11074
2109700,Nordeste ,Maranhão ,Sambaíba ,Total,Total Geral,1330
2109759,Nordeste ,Maranhão ,Santa Filomena do Maranhão ,Total,Total Geral,1543
2109809,Nordeste ,Maranhão ,Santa Helena ,Total,Total Geral,12960
2109908,Nordeste ,Maranhão ,Santa Inês ,Total,Total Geral,24746
2110005,Nordeste ,Maranhão ,Santa Luzia ,Total,Total Geral,17177
2110039,Nordeste ,Maranhão ,Santa Luzia do Paruá ,Total,Total Geral,6660
2110104,Nordeste ,Maranhão ,Santa Quitéria do Maranhão ,Total,Total Geral,11485
2110203,Nordeste ,Maranhão ,Santa Rita ,Total,Total Geral,10301
2110237,Nordeste ,Maranhão ,Santana do Maranhão ,Total,Total Geral,2536
2110278,Nordeste ,Maranhão ,Santo Amaro do Maranhão ,Total,Total Geral,3751
2110302,Nordeste ,Maranhão ,Santo Antônio dos Lopes ,Total,Total Geral,4209
2110401,Nordeste ,Maranhão ,São Benedito do Rio Preto ,Total,Total Geral,7126
2110500,Nordeste ,Maranhão ,São Bento ,Total,Total Geral,11033
2110609,Nordeste ,Maranhão ,São Bernardo ,Total,Total Geral,9324
2110658,Nordeste ,Maranhão ,São Domingos do Azeitão ,Total,Total Geral,2118
2110708,Nordeste ,Maranhão ,São Domingos do Maranhão ,Total,Total Geral,9628
2110807,Nordeste ,Maranhão ,São Félix de Balsas ,Total,Total Geral,889
2110856,Nordeste ,Maranhão ,São Francisco do Brejão ,Total,Total Geral,2356
2110906,Nordeste ,Maranhão ,São Francisco do Maranhão ,Total,Total Geral,2838
2111003,Nordeste ,Maranhão ,São João Batista ,Total,Total Geral,4319
2111029,Nordeste ,Maranhão ,São João do Carú ,Total,Total Geral,3750
2111052,Nordeste ,Maranhão ,São João do Paraíso ,Total,Total Geral,2624
2111078,Nordeste ,Maranhão ,São João do Soter ,Total,Total Geral,5191
2111102,Nordeste ,Maranhão ,São João dos Patos ,Total,Total Geral,6837
2111201,Nordeste ,Maranhão ,São José de Ribamar ,Total,Total Geral,54272
2111250,Nordeste ,Maranhão ,São José dos Basílios ,Total,Total Geral,1759
2111300,Nordeste ,Maranhão ,São Luís ,Total,Total Geral,240079
2111409,Nordeste ,Maranhão ,São Luís Gonzaga do Maranhão ,Total,Total Geral,5628
2111508,Nordeste ,Maranhão ,São Mateus do Maranhão ,Total,Total Geral,10940
2111532,Nordeste ,Maranhão ,São Pedro da Água Branca ,Total,Total Geral,3043
2111573,Nordeste ,Maranhão ,São Pedro dos Crentes ,Total,Total Geral,1313
2111607,Nordeste ,Maranhão ,São Raimundo das Mangabeiras ,Total,Total Geral,5098
2111631,Nordeste ,Maranhão ,São Raimundo do Doca Bezerra ,Total,Total Geral,1478
2111672,Nordeste ,Maranhão ,São Roberto ,Total,Total Geral,1497
2111706,Nordeste ,Maranhão ,São Vicente Ferrer ,Total,Total Geral,4913
2111722,Nordeste ,Maranhão ,Satubinha ,Total,Total Geral,3011
2111748,Nordeste ,Maranhão ,Senador Alexandre Costa ,Total,Total Geral,2779
2111763,Nordeste ,Maranhão ,Senador La Rocque ,Total,Total Geral,4213
2111789,Nordeste ,Maranhão ,Serrano do Maranhão ,Total,Total Geral,4319
2111805,Nordeste ,Maranhão ,Sítio Novo ,Total,Total Geral,4757
2111904,Nordeste ,Maranhão ,Sucupira do Norte ,Total,Total Geral,2691
2111953,Nordeste ,Maranhão ,Sucupira do Riachão ,Total,Total Geral,1259
2112001,Nordeste ,Maranhão ,Tasso Fragoso ,Total,Total Geral,2513
2112100,Nordeste ,Maranhão ,Timbiras ,Total,Total Geral,7331
2112209,Nordeste ,Maranhão ,Timon ,Total,Total Geral,41431
2112233,Nordeste ,Maranhão ,Trizidela do Vale ,Total,Total Geral,5775
2112274,Nordeste ,Maranhão ,Tufilândia ,Total,Total Geral,1717
2112308,Nordeste ,Maranhão ,Tuntum ,Total,Total Geral,8639
2112407,Nordeste ,Maranhão ,Turiaçu ,Total,Total Geral,12037
2112456,Nordeste ,Maranhão ,Turilândia ,Total,Total Geral,9023
2112506,Nordeste ,Maranhão ,Tutóia ,Total,Total Geral,15716
2112605,Nordeste ,Maranhão ,Urbano Santos ,Total,Total Geral,11842
2112704,Nordeste ,Maranhão ,Vargem Grande ,Total,Total Geral,17276
2112803,Nordeste ,Maranhão ,Viana ,Total,Total Geral,14023
2112852,Nordeste ,Maranhão ,Vila Nova dos Martírios ,Total,Total Geral,3153
2112902,Nordeste ,Maranhão ,Vitória do Mearim ,Total,Total Geral,8090
2113009,Nordeste ,Maranhão ,Vitorino Freire ,Total,Total Geral,7950
2114007,Nordeste ,Maranhão ,Zé Doca ,Total,Total Geral,17036
2200053,Nordeste ,Piauí ,Acauã ,Total,Total Geral,1009
2200103,Nordeste ,Piauí ,Agricolândia ,Total,Total Geral,1345
2200202,Nordeste ,Piauí ,Água Branca ,Total,Total Geral,4645
2200251,Nordeste ,Piauí ,Alagoinha do Piauí ,Total,Total Geral,1226
2200277,Nordeste ,Piauí ,Alegrete do Piauí ,Total,Total Geral,1076
2200301,Nordeste ,Piauí ,Alto Longá ,Total,Total Geral,2336
2200400,Nordeste ,Piauí ,Altos ,Total,Total Geral,11511
2200459,Nordeste ,Piauí ,Alvorada do Gurguéia ,Total,Total Geral,1338
2200509,Nordeste ,Piauí ,Amarante ,Total,Total Geral,5052
2200608,Nordeste ,Piauí ,Angical do Piauí ,Total,Total Geral,2461
2200707,Nordeste ,Piauí ,Anísio de Abreu ,Total,Total Geral,3089
2200806,Nordeste ,Piauí ,Antônio Almeida ,Total,Total Geral,800
2200905,Nordeste ,Piauí ,Aroazes ,Total,Total Geral,1394
2200954,Nordeste ,Piauí ,Aroeiras do Itaim ,Total,Total Geral,685
2201002,Nordeste ,Piauí ,Arraial ,Total,Total Geral,1286
2201051,Nordeste ,Piauí ,Assunção do Piauí ,Total,Total Geral,2489
2201101,Nordeste ,Piauí ,Avelino Lopes ,Total,Total Geral,2529
2201150,Nordeste ,Piauí ,Baixa Grande do Ribeiro ,Total,Total Geral,4667
2201176,Nordeste ,Piauí ,Barra D'Alcântara ,Total,Total Geral,1005
2201200,Nordeste ,Piauí ,Barras ,Total,Total Geral,15019
2201309,Nordeste ,Piauí ,Barreiras do Piauí ,Total,Total Geral,758
2201408,Nordeste ,Piauí ,Barro Duro ,Total,Total Geral,1631
2201507,Nordeste ,Piauí ,Batalha ,Total,Total Geral,5970
2201556,Nordeste ,Piauí ,Bela Vista do Piauí ,Total,Total Geral,822
2201572,Nordeste ,Piauí ,Belém do Piauí ,Total,Total Geral,1387
2201606,Nordeste ,Piauí ,Beneditinos ,Total,Total Geral,3359
2201705,Nordeste ,Piauí ,Bertolínia ,Total,Total Geral,1651
2201739,Nordeste ,Piauí ,Betânia do Piauí ,Total,Total Geral,1924
2201770,Nordeste ,Piauí ,Boa Hora ,Total,Total Geral,2490
2201804,Nordeste ,Piauí ,Bocaina ,Total,Total Geral,932
2201903,Nordeste ,Piauí ,Bom Jesus ,Total,Total Geral,8802
2201919,Nordeste ,Piauí ,Bom Princípio do Piauí ,Total,Total Geral,1415
2201929,Nordeste ,Piauí ,Bonfim do Piauí ,Total,Total Geral,1276
2201945,Nordeste ,Piauí ,Boqueirão do Piauí ,Total,Total Geral,1714
