"Tabela 6873 - Número de estabelecimentos agropecuários e Número de tratores, implementos e máquinas existentes nos estabelecimentos agropecuários, por tipologia, tratores, implementos e máquinas existentes no estabelecimento agropecuário, condição do produtor em relação às terras e grupos de atividade econômica - Ranking ascendente"
"Variável - Número de estabelecimentos agropecuários (Unidades)"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Ano x Tipologia x Tratores, implementos e máquinas existentes no estabelecimento agropecuário"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"2017"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Total"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Tratores"
"4117214";"Nova Santa Bárbara (PR)";"Total";"1";"Total";"175"
"4117222";"Nova Santa Rosa (PR)";"Total";"1";"Total";"753"
"4117255";"Nova Prata do Iguaçu (PR)";"Total";"1";"Total";"528"
"4117271";"Nova Tebas (PR)";"Total";"1";"Total";"283"
"4117297";"Novo Itacolomi (PR)";"Total";"1";"Total";"153"
"4117305";"Ortigueira (PR)";"Total";"1";"Total";"666"
"4117404";"Ourizona (PR)";"Total";"1";"Total";"203"
"4117453";"Ouro Verde do Oeste (PR)";"Total";"1";"Total";"357"
"4117503";"Paiçandu (PR)";"Total";"1";"Total";"221"
"4117602";"Palmas (PR)";"Total";"1";"Total";"685"
"4117701";"Palmeira (PR)";"Total";"1";"Total";"2183"
"4117800";"Palmital (PR)";"Total";"1";"Total";"301"
"4117909";"Palotina (PR)";"Total";"1";"Total";"1354"
"4118006";"Paraíso do Norte (PR)";"Total";"1";"Total";"137"
"4118105";"Paranacity (PR)";"Total";"1";"Total";"269"
"4118204";"Paranaguá (PR)";"Total";"1";"Total";"53"
"4118303";"Paranapoema (PR)";"Total";"1";"Total";"53"
"4118402";"Paranavaí (PR)";"Total";"1";"Total";"716"
"4118451";"Pato Bragado (PR)";"Total";"1";"Total";"288"
"4118501";"Pato Branco (PR)";"Total";"1";"Total";"875"
"4118600";"Paula Freitas (PR)";"Total";"1";"Total";"556"
"4118709";"Paulo Frontin (PR)";"Total";"1";"Total";"993"
"4118808";"Peabiru (PR)";"Total";"1";"Total";"590"
"4118857";"Perobal (PR)";"Total";"1";"Total";"314"
"4118907";"Pérola (PR)";"Total";"1";"Total";"92"
"4119004";"Pérola d'Oeste (PR)";"Total";"1";"Total";"429"
"4119103";"Piên (PR)";"Total";"1";"Total";"905"
"4119152";"Pinhais (PR)";"Total";"1";"Total";"23"
"4119202";"Pinhalão (PR)";"Total";"1";"Total";"160"
"4119251";"Pinhal de São Bento (PR)";"Total";"1";"Total";"112"
"4119301";"Pinhão (PR)";"Total";"1";"Total";"656"
"4119400";"Piraí do Sul (PR)";"Total";"1";"Total";"786"
"4119509";"Piraquara (PR)";"Total";"1";"Total";"133"
"4119608";"Pitanga (PR)";"Total";"1";"Total";"1148"
"4119657";"Pitangueiras (PR)";"Total";"1";"Total";"196"
"4119707";"Planaltina do Paraná (PR)";"Total";"1";"Total";"145"
"4119806";"Planalto (PR)";"Total";"1";"Total";"643"
"4119905";"Ponta Grossa (PR)";"Total";"1";"Total";"1310"
"4119954";"Pontal do Paraná (PR)";"Total";"1";"Total";"X"
"4120002";"Porecatu (PR)";"Total";"1";"Total";"56"
"4120101";"Porto Amazonas (PR)";"Total";"1";"Total";"110"
"4120150";"Porto Barreiro (PR)";"Total";"1";"Total";"265"
"4120200";"Porto Rico (PR)";"Total";"1";"Total";"59"
"4120309";"Porto Vitória (PR)";"Total";"1";"Total";"224"
"4120333";"Prado Ferreira (PR)";"Total";"1";"Total";"125"
"4120358";"Pranchita (PR)";"Total";"1";"Total";"351"
"4120408";"Presidente Castelo Branco (PR)";"Total";"1";"Total";"92"
"4120507";"Primeiro de Maio (PR)";"Total";"1";"Total";"483"
"4120606";"Prudentópolis (PR)";"Total";"1";"Total";"2040"
"4120655";"Quarto Centenário (PR)";"Total";"1";"Total";"300"
"4120705";"Quatiguá (PR)";"Total";"1";"Total";"91"
"4120804";"Quatro Barras (PR)";"Total";"1";"Total";"51"
"4120853";"Quatro Pontes (PR)";"Total";"1";"Total";"376"
"4120903";"Quedas do Iguaçu (PR)";"Total";"1";"Total";"624"
"4121000";"Querência do Norte (PR)";"Total";"1";"Total";"412"
"4121109";"Quinta do Sol (PR)";"Total";"1";"Total";"312"
"4121208";"Quitandinha (PR)";"Total";"1";"Total";"914"
"4121257";"Ramilândia (PR)";"Total";"1";"Total";"128"
"4121307";"Rancho Alegre (PR)";"Total";"1";"Total";"202"
"4121356";"Rancho Alegre D'Oeste (PR)";"Total";"1";"Total";"214"
"4121406";"Realeza (PR)";"Total";"1";"Total";"501"
"4121505";"Rebouças (PR)";"Total";"1";"Total";"729"
"4121604";"Renascença (PR)";"Total";"1";"Total";"541"
"4121703";"Reserva (PR)";"Total";"1";"Total";"597"
"4121752";"Reserva do Iguaçu (PR)";"Total";"1";"Total";"189"
"4121802";"Ribeirão Claro (PR)";"Total";"1";"Total";"213"
"4121901";"Ribeirão do Pinhal (PR)";"Total";"1";"Total";"251"
"4122008";"Rio Azul (PR)";"Total";"1";"Total";"1433"
"4122107";"Rio Bom (PR)";"Total";"1";"Total";"150"
"4122156";"Rio Bonito do Iguaçu (PR)";"Total";"1";"Total";"565"
"4122172";"Rio Branco do Ivaí (PR)";"Total";"1";"Total";"155"
"4122206";"Rio Branco do Sul (PR)";"Total";"1";"Total";"91"
"4122305";"Rio Negro (PR)";"Total";"1";"Total";"921"
"4122404";"Rolândia (PR)";"Total";"1";"Total";"772"
"4122503";"Roncador (PR)";"Total";"1";"Total";"511"
"4122602";"Rondon (PR)";"Total";"1";"Total";"290"
"4122651";"Rosário do Ivaí (PR)";"Total";"1";"Total";"172"
"4122701";"Sabáudia (PR)";"Total";"1";"Total";"359"
"4122800";"Salgado Filho (PR)";"Total";"1";"Total";"98"
"4122909";"Salto do Itararé (PR)";"Total";"1";"Total";"149"
"4123006";"Salto do Lontra (PR)";"Total";"1";"Total";"507"
"4123105";"Santa Amélia (PR)";"Total";"1";"Total";"182"
"4123204";"Santa Cecília do Pavão (PR)";"Total";"1";"Total";"182"
"4123303";"Santa Cruz de Monte Castelo (PR)";"Total";"1";"Total";"169"
"4123402";"Santa Fé (PR)";"Total";"1";"Total";"254"
"4123501";"Santa Helena (PR)";"Total";"1";"Total";"1017"
"4123600";"Santa Inês (PR)";"Total";"1";"Total";"68"
"4123709";"Santa Isabel do Ivaí (PR)";"Total";"1";"Total";"207"
"4123808";"Santa Izabel do Oeste (PR)";"Total";"1";"Total";"492"
"4123824";"Santa Lúcia (PR)";"Total";"1";"Total";"218"
"4123857";"Santa Maria do Oeste (PR)";"Total";"1";"Total";"452"
"4123907";"Santa Mariana (PR)";"Total";"1";"Total";"484"
"4123956";"Santa Mônica (PR)";"Total";"1";"Total";"139"
"4124004";"Santana do Itararé (PR)";"Total";"1";"Total";"345"
"4124020";"Santa Tereza do Oeste (PR)";"Total";"1";"Total";"375"
"4124053";"Santa Terezinha de Itaipu (PR)";"Total";"1";"Total";"339"
"4124103";"Santo Antônio da Platina (PR)";"Total";"1";"Total";"518"
"4124202";"Santo Antônio do Caiuá (PR)";"Total";"1";"Total";"63"
"4124301";"Santo Antônio do Paraíso (PR)";"Total";"1";"Total";"184"
"4124400";"Santo Antônio do Sudoeste (PR)";"Total";"1";"Total";"357"
"4124509";"Santo Inácio (PR)";"Total";"1";"Total";"162"
"4124608";"São Carlos do Ivaí (PR)";"Total";"1";"Total";"198"
"4124707";"São Jerônimo da Serra (PR)";"Total";"1";"Total";"491"
"4124806";"São João (PR)";"Total";"1";"Total";"605"
"4124905";"São João do Caiuá (PR)";"Total";"1";"Total";"140"
"4125001";"São João do Ivaí (PR)";"Total";"1";"Total";"467"
"4125100";"São João do Triunfo (PR)";"Total";"1";"Total";"1246"
"4125209";"São Jorge d'Oeste (PR)";"Total";"1";"Total";"481"
"4125308";"São Jorge do Ivaí (PR)";"Total";"1";"Total";"430"
"4125357";"São Jorge do Patrocínio (PR)";"Total";"1";"Total";"199"
"4125407";"São José da Boa Vista (PR)";"Total";"1";"Total";"311"
"4125456";"São José das Palmeiras (PR)";"Total";"1";"Total";"114"
"4125506";"São José dos Pinhais (PR)";"Total";"1";"Total";"1234"
"4125555";"São Manoel do Paraná (PR)";"Total";"1";"Total";"49"
"4125605";"São Mateus do Sul (PR)";"Total";"1";"Total";"1932"
"4125704";"São Miguel do Iguaçu (PR)";"Total";"1";"Total";"1252"
"4125753";"São Pedro do Iguaçu (PR)";"Total";"1";"Total";"376"
"4125803";"São Pedro do Ivaí (PR)";"Total";"1";"Total";"318"
"4125902";"São Pedro do Paraná (PR)";"Total";"1";"Total";"81"
"4126009";"São Sebastião da Amoreira (PR)";"Total";"1";"Total";"257"
"4126108";"São Tomé (PR)";"Total";"1";"Total";"88"
"4126207";"Sapopema (PR)";"Total";"1";"Total";"141"
"4126256";"Sarandi (PR)";"Total";"1";"Total";"228"
"4126272";"Saudade do Iguaçu (PR)";"Total";"1";"Total";"164"
"4126306";"Sengés (PR)";"Total";"1";"Total";"300"
"4126355";"Serranópolis do Iguaçu (PR)";"Total";"1";"Total";"505"
"4126405";"Sertaneja (PR)";"Total";"1";"Total";"383"
"4126504";"Sertanópolis (PR)";"Total";"1";"Total";"710"
"4126603";"Siqueira Campos (PR)";"Total";"1";"Total";"196"
"4126652";"Sulina (PR)";"Total";"1";"Total";"226"
"4126678";"Tamarana (PR)";"Total";"1";"Total";"306"
"4126702";"Tamboara (PR)";"Total";"1";"Total";"132"
"4126801";"Tapejara (PR)";"Total";"1";"Total";"354"
"4126900";"Tapira (PR)";"Total";"1";"Total";"206"
"4127007";"Teixeira Soares (PR)";"Total";"1";"Total";"702"
"4127106";"Telêmaco Borba (PR)";"Total";"1";"Total";"180"
"4127205";"Terra Boa (PR)";"Total";"1";"Total";"224"
"4127304";"Terra Rica (PR)";"Total";"1";"Total";"355"
"4127403";"Terra Roxa (PR)";"Total";"1";"Total";"883"
"4127502";"Tibagi (PR)";"Total";"1";"Total";"968"
"4127601";"Tijucas do Sul (PR)";"Total";"1";"Total";"276"
"4127700";"Toledo (PR)";"Total";"1";"Total";"2616"
"4127809";"Tomazina (PR)";"Total";"1";"Total";"405"
"4127858";"Três Barras do Paraná (PR)";"Total";"1";"Total";"629"
"4127882";"Tunas do Paraná (PR)";"Total";"1";"Total";"63"
"4127908";"Tuneiras do Oeste (PR)";"Total";"1";"Total";"312"
"4127957";"Tupãssi (PR)";"Total";"1";"Total";"526"
"4127965";"Turvo (PR)";"Total";"1";"Total";"355"
"4128005";"Ubiratã (PR)";"Total";"1";"Total";"877"
"4128104";"Umuarama (PR)";"Total";"1";"Total";"693"
"4128203";"União da Vitória (PR)";"Total";"1";"Total";"380"
"4128302";"Uniflor (PR)";"Total";"1";"Total";"107"
"4128401";"Uraí (PR)";"Total";"1";"Total";"504"
"4128500";"Wenceslau Braz (PR)";"Total";"1";"Total";"388"
"4128534";"Ventania (PR)";"Total";"1";"Total";"231"
"4128559";"Vera Cruz do Oeste (PR)";"Total";"1";"Total";"419"
"4128609";"Verê (PR)";"Total";"1";"Total";"568"
"4128625";"Alto Paraíso (PR)";"Total";"1";"Total";"190"
"4128633";"Doutor Ulysses (PR)";"Total";"1";"Total";"79"
"4128658";"Virmond (PR)";"Total";"1";"Total";"331"
"4128708";"Vitorino (PR)";"Total";"1";"Total";"447"
"4128807";"Xambrê (PR)";"Total";"1";"Total";"147"
"4200051";"Abdon Batista (SC)";"Total";"1";"Total";"261"
"4200101";"Abelardo Luz (SC)";"Total";"1";"Total";"772"
"4200200";"Agrolândia (SC)";"Total";"1";"Total";"543"
"4200309";"Agronômica (SC)";"Total";"1";"Total";"524"
"4200408";"Água Doce (SC)";"Total";"1";"Total";"667"
"4200507";"Águas de Chapecó (SC)";"Total";"1";"Total";"271"
"4200556";"Águas Frias (SC)";"Total";"1";"Total";"116"
"4200606";"Águas Mornas (SC)";"Total";"1";"Total";"400"
"4200705";"Alfredo Wagner (SC)";"Total";"1";"Total";"1536"
"4200754";"Alto Bela Vista (SC)";"Total";"1";"Total";"152"
"4200804";"Anchieta (SC)";"Total";"1";"Total";"253"
"4200903";"Angelina (SC)";"Total";"1";"Total";"859"
"4201000";"Anita Garibaldi (SC)";"Total";"1";"Total";"310"
"4201109";"Anitápolis (SC)";"Total";"1";"Total";"332"
"4201208";"Antônio Carlos (SC)";"Total";"1";"Total";"614"
"4201257";"Apiúna (SC)";"Total";"1";"Total";"311"
"4201273";"Arabutã (SC)";"Total";"1";"Total";"221"
"4201307";"Araquari (SC)";"Total";"1";"Total";"272"
"4201406";"Araranguá (SC)";"Total";"1";"Total";"591"
"4201505";"Armazém (SC)";"Total";"1";"Total";"163"
"4201604";"Arroio Trinta (SC)";"Total";"1";"Total";"182"
"4201653";"Arvoredo (SC)";"Total";"1";"Total";"118"
"4201703";"Ascurra (SC)";"Total";"1";"Total";"126"
"4201802";"Atalanta (SC)";"Total";"1";"Total";"562"
"4201901";"Aurora (SC)";"Total";"1";"Total";"950"
"4201950";"Balneário Arroio do Silva (SC)";"Total";"1";"Total";"28"
"4202008";"Balneário Camboriú (SC)";"Total";"1";"Total";"-"
"4202057";"Balneário Barra do Sul (SC)";"Total";"1";"Total";"11"
"4202073";"Balneário Gaivota (SC)";"Total";"1";"Total";"62"
"4202081";"Bandeirante (SC)";"Total";"1";"Total";"141"
"4202099";"Barra Bonita (SC)";"Total";"1";"Total";"104"
"4202107";"Barra Velha (SC)";"Total";"1";"Total";"141"
"4202131";"Bela Vista do Toldo (SC)";"Total";"1";"Total";"832"
"4202156";"Belmonte (SC)";"Total";"1";"Total";"150"
"4202206";"Benedito Novo (SC)";"Total";"1";"Total";"292"
"4202305";"Biguaçu (SC)";"Total";"1";"Total";"411"
"4202404";"Blumenau (SC)";"Total";"1";"Total";"285"
"4202438";"Bocaina do Sul (SC)";"Total";"1";"Total";"194"
"4202453";"Bombinhas (SC)";"Total";"1";"Total";"X"
"4202503";"Bom Jardim da Serra (SC)";"Total";"1";"Total";"538"
"4202537";"Bom Jesus (SC)";"Total";"1";"Total";"112"
"4202578";"Bom Jesus do Oeste (SC)";"Total";"1";"Total";"129"
"4202602";"Bom Retiro (SC)";"Total";"1";"Total";"565"
"4202701";"Botuverá (SC)";"Total";"1";"Total";"X"
"4202800";"Braço do Norte (SC)";"Total";"1";"Total";"468"
"4202859";"Braço do Trombudo (SC)";"Total";"1";"Total";"251"
"4202875";"Brunópolis (SC)";"Total";"1";"Total";"356"
"4202909";"Brusque (SC)";"Total";"1";"Total";"X"
"4203006";"Caçador (SC)";"Total";"1";"Total";"1004"
"4203105";"Caibi (SC)";"Total";"1";"Total";"338"
"4203154";"Calmon (SC)";"Total";"1";"Total";"188"
"4203204";"Camboriú (SC)";"Total";"1";"Total";"70"
"4203253";"Capão Alto (SC)";"Total";"1";"Total";"252"
"4203303";"Campo Alegre (SC)";"Total";"1";"Total";"444"
"4203402";"Campo Belo do Sul (SC)";"Total";"1";"Total";"303"
"4203501";"Campo Erê (SC)";"Total";"1";"Total";"308"
"4203600";"Campos Novos (SC)";"Total";"1";"Total";"1141"
"4203709";"Canelinha (SC)";"Total";"1";"Total";"82"
"4203808";"Canoinhas (SC)";"Total";"1";"Total";"2348"
"4203907";"Capinzal (SC)";"Total";"1";"Total";"260"
"4203956";"Capivari de Baixo (SC)";"Total";"1";"Total";"51"
"4204004";"Catanduvas (SC)";"Total";"1";"Total";"128"
"4204103";"Caxambu do Sul (SC)";"Total";"1";"Total";"350"
"4204152";"Celso Ramos (SC)";"Total";"1";"Total";"245"
"4204178";"Cerro Negro (SC)";"Total";"1";"Total";"133"
"4204194";"Chapadão do Lageado (SC)";"Total";"1";"Total";"722"
"4204202";"Chapecó (SC)";"Total";"1";"Total";"796"
"4204251";"Cocal do Sul (SC)";"Total";"1";"Total";"100"
"4204301";"Concórdia (SC)";"Total";"1";"Total";"1250"
"4204350";"Cordilheira Alta (SC)";"Total";"1";"Total";"112"
"4204400";"Coronel Freitas (SC)";"Total";"1";"Total";"395"
"4204459";"Coronel Martins (SC)";"Total";"1";"Total";"173"
"4204509";"Corupá (SC)";"Total";"1";"Total";"709"
"4204558";"Correia Pinto (SC)";"Total";"1";"Total";"231"
"4204608";"Criciúma (SC)";"Total";"1";"Total";"407"
"4204707";"Cunha Porã (SC)";"Total";"1";"Total";"559"
"4204756";"Cunhataí (SC)";"Total";"1";"Total";"155"
"4204806";"Curitibanos (SC)";"Total";"1";"Total";"664"
"4204905";"Descanso (SC)";"Total";"1";"Total";"523"
"4205001";"Dionísio Cerqueira (SC)";"Total";"1";"Total";"404"
"4205100";"Dona Emma (SC)";"Total";"1";"Total";"302"
"4205159";"Doutor Pedrinho (SC)";"Total";"1";"Total";"226"
"4205175";"Entre Rios (SC)";"Total";"1";"Total";"51"
"4205191";"Ermo (SC)";"Total";"1";"Total";"195"
"4205209";"Erval Velho (SC)";"Total";"1";"Total";"236"
"4205308";"Faxinal dos Guedes (SC)";"Total";"1";"Total";"324"
"4205357";"Flor do Sertão (SC)";"Total";"1";"Total";"68"
"4205407";"Florianópolis (SC)";"Total";"1";"Total";"40"
"4205431";"Formosa do Sul (SC)";"Total";"1";"Total";"145"
"4205456";"Forquilhinha (SC)";"Total";"1";"Total";"574"
"4205506";"Fraiburgo (SC)";"Total";"1";"Total";"871"
"4205555";"Frei Rogério (SC)";"Total";"1";"Total";"344"
"4205605";"Galvão (SC)";"Total";"1";"Total";"203"
"4205704";"Garopaba (SC)";"Total";"1";"Total";"11"
"4205803";"Garuva (SC)";"Total";"1";"Total";"191"
"4205902";"Gaspar (SC)";"Total";"1";"Total";"326"
"4206009";"Governador Celso Ramos (SC)";"Total";"1";"Total";"16"
"4206108";"Grão-Pará (SC)";"Total";"1";"Total";"637"
"4206207";"Gravatal (SC)";"Total";"1";"Total";"68"
"4206306";"Guabiruba (SC)";"Total";"1";"Total";"109"
"4206405";"Guaraciaba (SC)";"Total";"1";"Total";"667"
"4206504";"Guaramirim (SC)";"Total";"1";"Total";"395"
"4206603";"Guarujá do Sul (SC)";"Total";"1";"Total";"145"
"4206652";"Guatambú (SC)";"Total";"1";"Total";"295"
"4206702";"Herval d'Oeste (SC)";"Total";"1";"Total";"271"
"4206751";"Ibiam (SC)";"Total";"1";"Total";"212"
"4206801";"Ibicaré (SC)";"Total";"1";"Total";"234"
"4206900";"Ibirama (SC)";"Total";"1";"Total";"370"
"4207007";"Içara (SC)";"Total";"1";"Total";"670"
"4207106";"Ilhota (SC)";"Total";"1";"Total";"198"
"4207205";"Imaruí (SC)";"Total";"1";"Total";"169"
"4207304";"Imbituba (SC)";"Total";"1";"Total";"82"
"4207403";"Imbuia (SC)";"Total";"1";"Total";"902"
"4207502";"Indaial (SC)";"Total";"1";"Total";"371"
"4207577";"Iomerê (SC)";"Total";"1";"Total";"318"
"4207601";"Ipira (SC)";"Total";"1";"Total";"201"
"4207650";"Iporã do Oeste (SC)";"Total";"1";"Total";"486"
"4207684";"Ipuaçu (SC)";"Total";"1";"Total";"300"
"4207700";"Ipumirim (SC)";"Total";"1";"Total";"362"
"4207759";"Iraceminha (SC)";"Total";"1";"Total";"366"
"4207809";"Irani (SC)";"Total";"1";"Total";"249"
"4207858";"Irati (SC)";"Total";"1";"Total";"81"
"4207908";"Irineópolis (SC)";"Total";"1";"Total";"1441"
"4208005";"Itá (SC)";"Total";"1";"Total";"183"
"4208104";"Itaiópolis (SC)";"Total";"1";"Total";"1947"
"4208203";"Itajaí (SC)";"Total";"1";"Total";"201"
"4208302";"Itapema (SC)";"Total";"1";"Total";"28"
"4208401";"Itapiranga (SC)";"Total";"1";"Total";"562"
"4208450";"Itapoá (SC)";"Total";"1";"Total";"39"
"4208500";"Ituporanga (SC)";"Total";"1";"Total";"2093"
"4208609";"Jaborá (SC)";"Total";"1";"Total";"322"
"4208708";"Jacinto Machado (SC)";"Total";"1";"Total";"706"
"4208807";"Jaguaruna (SC)";"Total";"1";"Total";"377"
"4208906";"Jaraguá do Sul (SC)";"Total";"1";"Total";"430"
"4208955";"Jardinópolis (SC)";"Total";"1";"Total";"95"
"4209003";"Joaçaba (SC)";"Total";"1";"Total";"419"
"4209102";"Joinville (SC)";"Total";"1";"Total";"793"
"4209151";"José Boiteux (SC)";"Total";"1";"Total";"395"
"4209177";"Jupiá (SC)";"Total";"1";"Total";"183"
"4209201";"Lacerdópolis (SC)";"Total";"1";"Total";"205"
"4209300";"Lages (SC)";"Total";"1";"Total";"823"
"4209409";"Laguna (SC)";"Total";"1";"Total";"43"
"4209458";"Lajeado Grande (SC)";"Total";"1";"Total";"132"
"4209508";"Laurentino (SC)";"Total";"1";"Total";"190"
"4209607";"Lauro Müller (SC)";"Total";"1";"Total";"161"
"4209706";"Lebon Régis (SC)";"Total";"1";"Total";"534"
"4209805";"Leoberto Leal (SC)";"Total";"1";"Total";"772"
"4209854";"Lindóia do Sul (SC)";"Total";"1";"Total";"300"
"4209904";"Lontras (SC)";"Total";"1";"Total";"420"
"4210001";"Luiz Alves (SC)";"Total";"1";"Total";"408"
"4210035";"Luzerna (SC)";"Total";"1";"Total";"163"
"4210050";"Macieira (SC)";"Total";"1";"Total";"209"
"4210100";"Mafra (SC)";"Total";"1";"Total";"1912"
"4210209";"Major Gercino (SC)";"Total";"1";"Total";"272"
"4210308";"Major Vieira (SC)";"Total";"1";"Total";"716"
"4210407";"Maracajá (SC)";"Total";"1";"Total";"142"
"4210506";"Maravilha (SC)";"Total";"1";"Total";"406"
"4210555";"Marema (SC)";"Total";"1";"Total";"229"
"4210605";"Massaranduba (SC)";"Total";"1";"Total";"795"
"4210704";"Matos Costa (SC)";"Total";"1";"Total";"120"
"4210803";"Meleiro (SC)";"Total";"1";"Total";"617"
"4210852";"Mirim Doce (SC)";"Total";"1";"Total";"219"
"4210902";"Modelo (SC)";"Total";"1";"Total";"178"
"4211009";"Mondaí (SC)";"Total";"1";"Total";"316"
"4211058";"Monte Carlo (SC)";"Total";"1";"Total";"179"
"4211108";"Monte Castelo (SC)";"Total";"1";"Total";"296"
"4211207";"Morro da Fumaça (SC)";"Total";"1";"Total";"139"
"4211256";"Morro Grande (SC)";"Total";"1";"Total";"303"
"4211306";"Navegantes (SC)";"Total";"1";"Total";"44"
"4211405";"Nova Erechim (SC)";"Total";"1";"Total";"193"
"4211454";"Nova Itaberaba (SC)";"Total";"1";"Total";"195"
"4211504";"Nova Trento (SC)";"Total";"1";"Total";"X"
"4211603";"Nova Veneza (SC)";"Total";"1";"Total";"474"
"4211652";"Novo Horizonte (SC)";"Total";"1";"Total";"186"
"4211702";"Orleans (SC)";"Total";"1";"Total";"683"
"4211751";"Otacílio Costa (SC)";"Total";"1";"Total";"307"
"4211801";"Ouro (SC)";"Total";"1";"Total";"484"
"4211850";"Ouro Verde (SC)";"Total";"1";"Total";"257"
"4211876";"Paial (SC)";"Total";"1";"Total";"104"
"4211892";"Painel (SC)";"Total";"1";"Total";"185"
"4211900";"Palhoça (SC)";"Total";"1";"Total";"55"
"4212007";"Palma Sola (SC)";"Total";"1";"Total";"209"
"4212056";"Palmeira (SC)";"Total";"1";"Total";"175"
"4212106";"Palmitos (SC)";"Total";"1";"Total";"797"
"4212205";"Papanduva (SC)";"Total";"1";"Total";"986"
"4212239";"Paraíso (SC)";"Total";"1";"Total";"220"
"4212254";"Passo de Torres (SC)";"Total";"1";"Total";"47"
"4212270";"Passos Maia (SC)";"Total";"1";"Total";"263"
"4212304";"Paulo Lopes (SC)";"Total";"1";"Total";"59"
"4212403";"Pedras Grandes (SC)";"Total";"1";"Total";"207"
"4212502";"Penha (SC)";"Total";"1";"Total";"26"
"4212601";"Peritiba (SC)";"Total";"1";"Total";"150"
"4212650";"Pescaria Brava (SC)";"Total";"1";"Total";"28"
"4212700";"Petrolândia (SC)";"Total";"1";"Total";"984"
"4212809";"Balneário Piçarras (SC)";"Total";"1";"Total";"96"
"4212908";"Pinhalzinho (SC)";"Total";"1";"Total";"353"
"4213005";"Pinheiro Preto (SC)";"Total";"1";"Total";"231"
"4213104";"Piratuba (SC)";"Total";"1";"Total";"164"
"4213153";"Planalto Alegre (SC)";"Total";"1";"Total";"147"
"4213203";"Pomerode (SC)";"Total";"1";"Total";"264"
"4213302";"Ponte Alta (SC)";"Total";"1";"Total";"172"
"4213351";"Ponte Alta do Norte (SC)";"Total";"1";"Total";"75"
"4213401";"Ponte Serrada (SC)";"Total";"1";"Total";"180"
"4213500";"Porto Belo (SC)";"Total";"1";"Total";"57"
"4213609";"Porto União (SC)";"Total";"1";"Total";"756"
"4213708";"Pouso Redondo (SC)";"Total";"1";"Total";"732"
"4213807";"Praia Grande (SC)";"Total";"1";"Total";"224"
"4213906";"Presidente Castello Branco (SC)";"Total";"1";"Total";"156"
"4214003";"Presidente Getúlio (SC)";"Total";"1";"Total";"756"
"4214102";"Presidente Nereu (SC)";"Total";"1";"Total";"325"
"4214151";"Princesa (SC)";"Total";"1";"Total";"203"
"4214201";"Quilombo (SC)";"Total";"1";"Total";"457"
"4214300";"Rancho Queimado (SC)";"Total";"1";"Total";"353"
"4214409";"Rio das Antas (SC)";"Total";"1";"Total";"581"
"4214508";"Rio do Campo (SC)";"Total";"1";"Total";"590"
"4214607";"Rio do Oeste (SC)";"Total";"1";"Total";"754"
